Number,Vendor,Length,Width,Height,Price,Description,Weight
5FW74DX8AC,Crown,37.00,14.00,4.00,60,"Fender Flare",1.30
J3184013,Crown,3.25,3.25,1.25,41.67,"Main Shaft Bearing",0.90
J0991186,Crown,3.25,3.25,2.25,91.67,"Clutch Release Bearing",0.80
TK13,Crown,14.00,10.00,5.50,61.67,"Tune Up Kit",3.70
J4485780,Crown,14.00,13.75,3.00,128.27,"Pressure Plate",17.80
4663515,Crown,4.50,4.50,2.00,60,"Timing Belt Tensioner Bracket",1.60
4644363,Crown,35.00,23.50,9.50,216.67,Radiator,16.00
53003242,Crown,46.50,4.25,4.25,466.67,"Drive Shaft",13.20
4641181,Crown,8.25,4.25,4.00,23.33,"Cv Joint Boot Kit",0.90
68031597AB,Crown,5.25,2.75,2.75,20,"Oil Filter",0.19
4762194,Crown,31.00,7.00,7.00,200,"Axle Shaft",19.00
5017438AA,Crown,4.00,4.00,1.75,85,"Pinion Bearing Set",1.50
6503046,Crown,0.50,0.88,0.88,2.33,Nut,0.02
TK17,Crown,14.00,10.00,5.50,55,"Tune Up Kit",4.20
55235407,Crown,26.00,1.25,0.75,11.67,"Door Glass Weatherstrip",0.30
5019802AA,Crown,11.50,6.50,2.75,46.67,"Parking Brake Shoe Set",2.30
CB30111,Crown,12.00,12.00,8.50,58.33,"Combo Beach Topper",4.63
926802,Crown,3.25,3.25,1.25,40,"Pinion Bearing Cup",0.50
4809129AB,Crown,40.50,16.50,4.50,294.67,"A/C Condenser",11.10
4684756AC,Crown,6.25,4.00,4.00,20.83,"Bump Stop",0.60
4606487AB,Crown,2.25,1.25,1.25,23.33,"Air Temperature Sensor",0.10
J0991200,Crown,9.50,6.00,0.12,1,"Shift Cover Gasket",0.20
J8126739,Crown,11.00,6.00,5.50,86.67,"Brake Master Cylinder",9.90
RT28064,Crown,3.25,3.25,1.00,15,"LED Bulb Kit",0.02
J3213846,Crown,16.00,1.00,1.00,15,"Brake Hose",0.30
RT27059,Crown,9.50,4.25,2.25,31.5,"Dash Tray",0.60
68157610AA,Crown,11.00,6.00,6.00,125,"Brake Caliper",11.40
CB10037,Crown,15.00,11.25,7.00,126.67,"Combo Beach Topper",6.31
4857041,Crown,19.50,11.00,7.00,133.33,Headlight,5.30
RT20008,Crown,66.00,10.00,9.00,208.33,"Tube Bumper",39.00
RT31038,Crown,18.00,13.25,8.00,475,"HD Brake Booster Kit",18.30
68223569AD,Crown,5.75,5.50,2.50,40,"Ignition Coil",0.60
J81270711,Crown,33.50,8.50,8.50,191.67,"Axle Shaft Kit",18.00
RT22001,Crown,37.63,25.25,13.75,488.33,"Fuel Tank Kit",27.60
5155461AF,Crown,15.50,11.50,7.00,115.83,Mirror,4.10
J3241629,Crown,2.25,1.75,1.00,2.08,"PCV Valve",0.10
52078530,Crown,1.00,10.00,10.00,25,"Accelerator Cable",0.50
56044736AC,Crown,10.25,5.75,4.75,158.33,Starter,7.00
68078604AA,Crown,3.25,3.25,1.25,8,"Timing Cover Gasket Set",0.40
53020560K,Crown,21.25,15.00,9.50,140,"Engine Oil Pan Kit",9.00
2881687,Crown,2.50,0.50,0.50,2.08,"Drum Brake Adjuster Screw",0.10
4668182,Crown,9.00,8.00,4.50,40,"Engine Mount",3.40
55295904,Crown,1.50,1.25,0.25,5,"Lock Cylinder Retainer",0.02
J4487564,Crown,5.75,5.50,5.25,96.67,"Piston & Pin",1.90
J3238998,Crown,5.00,5.00,2.00,73.33,"Exhaust Manifold Damper",2.10
J0991089,Crown,8.75,5.75,0.12,1.75,"Shift Cover Gasket",0.02
3640792,Crown,1.25,1.00,1.00,10,"Differential Cover Plug",0.20
4897424AA,Crown,17.00,7.00,7.00,308.33,"Fuel Module",2.60
55369219AB,Crown,51.00,30.00,8.00,125,Fender,6.60
52020110,Crown,7.00,7.00,33.00,265,"Catalytic Converter",22.00
J0809189,Crown,7.25,3.75,1.75,21.67,"Tie Rod End",1.40
52079489AB,Crown,26.00,8.50,26.50,43.33,"Fan Shroud",10.00
CA10115,Crown,15.25,11.50,7.00,218.33,"Cover All Kit",6.60
J5361674,Crown,2.00,1.75,1.75,3,"Sway Bar Bushing",0.10
J0978986,Crown,9.00,7.00,2.00,12.5,"Windshield Weatherstrip",0.60
CT20009,Crown,40.00,29.50,11.50,920.93,"Complete Top",65.00
68003265AA,Crown,3.50,3.50,0.75,14.17,"Pinion Seal",0.20
RT34023,Crown,54.00,5.00,3.00,183.33,Bumper,9.50
TK19,Crown,14.00,10.00,5.50,63.33,"Tune Up Kit",4.10
J0999979,Crown,15.50,9.25,1.00,21.67,"Parking Brake Cable",1.20
68065575AA,Crown,10.25,10.00,6.25,280,"Fuel Module",2.81
J3176909,Crown,5.00,4.25,2.50,14.17,"Engine Mount",1.90
53030991,Crown,3.00,1.50,1.25,4,"PCV Valve Elbow",0.10
4863882,Crown,3.25,3.25,1.25,36.67,"Crankshaft Gear",0.40
J8129225,Crown,12.00,11.50,11.25,491.67,"Ring & Pinion Kit",15.60
53030615AC,Crown,12.50,3.00,1.00,4,"Crankcase Vent Tube",0.20
F88BI,Crown,6.00,6.00,2.50,116.67,"Differential Gear Set",4.70
4877016AB,Crown,14.00,12.00,1.50,20,"Parking Brake Cable",1.44
RT34095,Crown,7.75,4.25,1.75,40,"Hood Hinge Set",1.75
5142939AC,Crown,12.00,4.50,3.25,46.67,"Tie Rod End",3.19
J8134070,Crown,3.00,3.00,0.12,20,"Cluster Gear Thrust Washer",0.10
5142565AB,Crown,9.25,7.25,5.00,120,"Brake Caliper",2.60
52038002,Crown,12.00,9.25,6.00,483.33,"Steering Box",26.00
G0004257,Crown,11.00,1.00,1.00,33.33,"Hood Support",0.30
83501498,Crown,3.00,3.00,2.00,33.33,"Starter Drive",0.60
83500976,Crown,6.00,4.00,4.00,12.5,"Cv Joint Boot Kit",0.60
T550,Crown,3.75,3.50,1.50,75,"Small Parts Kit",0.60
5012382AA,Crown,12.00,4.25,3.25,80,"Multifunction Switch",0.70
68003602MK,Crown,7.00,3.00,1.50,36.67,"Parking Brake Hardware Master Kit",1.25
4388238,Crown,3.50,1.75,1.75,9.58,Bulb,0.10
J3233831,Crown,1.75,0.75,0.75,7.92,"Coolant Temperature Sensor",0.10
5181512AB,Crown,14.00,14.00,2.75,111.67,"Brake Rotor",24.00
68144218AE,Crown,11.00,4.00,3.00,7.84,"Fascia Bracket",0.40
4609079,Crown,3.50,1.00,1.00,3.25,"Spark Plug",0.10
J3208067,Crown,4.75,4.75,1.75,83.2,"Piston Ring Set",0.80
J0649240,Crown,1.12,1.00,0.50,1.07,"Steering Bellcrank Shaft Nut",0.10
J5357065,Crown,12.00,5.50,1.25,35,"Fuel Vent Hose",0.50
53020680,Crown,3.50,3.25,1.50,46.67,"Timing Chain",0.70
53021226AA,Crown,3.00,2.00,0.25,4.17,"Timing Cover Gasket",0.10
4764073,Crown,12.00,12.00,2.50,90,"Brake Rotor",14.70
52101052AE,Crown,52.25,16.00,7.75,241.67,"Muffler & Tailpipe",22.50
4300251,Crown,3.25,3.25,1.25,25,"Air Temperature Sensor",0.10
CJGTSE1,Crown,23.00,4.00,2.50,30,"Fuel Tank Strap Kit",1.70
J0949169,Crown,1.00,1.00,0.50,10.83,"Clutch Pedal Bearing",0.10
J0809190,Crown,4.00,3.25,1.50,12.5,"Tie Rod End",0.80
4670509AE,Crown,22.00,4.00,3.25,53.33,"Tension Strut",5.50
53010158,Crown,8.00,6.00,4.25,86.5,"Drive Belt Tensioner",2.80
J4487743,Crown,2.25,2.25,0.75,3.67,"Steering Column Bearing Retainer",0.10
5252055,Crown,7.00,2.00,2.00,191.67,"Gearshift Lever",1.30
SB10009,Crown,12.50,11.00,3.50,44.33,"Soft Top Storage Sleeve",2.10
J8133846,Crown,8.00,7.50,4.50,96.67,"Brake Caliper",7.50
5252590,Crown,9.00,8.25,8.25,400,"Differential Case Kit",14.10
83506258,Crown,5.25,1.00,1.00,31.67,"Reverse Idler Shaft",1.00
5AHK,Crown,47.00,27.00,5.00,103.33,"Fender Flare Kit",11.00
J3209543,Crown,2.00,1.00,1.00,1.17,Bulb,0.10
RT28025,Crown,8.00,3.50,2.75,13.33,"Side Marker Light",0.60
J3219632,Crown,1.00,1.00,0.25,1,"Countershaft Bearing Washer",0.10
4449553,Crown,3.00,3.00,4.00,36.67,"Ball Joint",0.90
J3231413,Crown,1.00,1.00,0.12,5,"Distributor Gear Shim",0.10
33002455,Crown,3.25,3.25,1.00,60,"Oxygen Sensor",0.20
56041641AG,Crown,11.00,6.50,6.00,131.67,Starter,8.60
J8124287,Crown,10.50,10.50,3.00,58.33,"Brake Drum",11.30
J0947399,Crown,4.00,2.00,2.00,20,"Ignition Switch",0.40
J3172305,Crown,5.00,5.00,2.25,15,"Thermostat Housing",1.40
68205093AC,Crown,39.00,5.00,2.00,48.33,"Fascia Bracket",0.80
RT21050,Crown,11.75,8.25,8.25,283.33,"Lift Kit",13.00
53013676AB,Crown,0.75,0.75,0.50,48.33,"Accessory Drive Belt",0.10
945659,Crown,4.00,3.50,3.50,25,"Back Up Light",0.20
J3210891,Crown,1.50,1.00,0.12,2,T-Connector,0.10
56027015,Crown,3.25,3.25,2.25,63.33,"Vehicle Speed Sensor",0.30
4782952AC,Crown,12.00,4.50,3.25,18.33,"Sway Bar Link",1.60
231SK,Crown,5.00,5.00,2.00,26.67,"Transfer Case Seal Kit",0.60
68325052AC,Crown,18.25,13.50,8.50,65,"Bumper Bracket",6.40
4797131,Crown,18.00,11.00,7.00,158.33,"Evaporator Core",5.40
4682237,Crown,15.00,7.00,3.50,20,"Radiator Hose",0.60
56028364AA,Crown,2.25,1.25,1.25,10,"Air Temperature Sensor",0.10
RT34019,Crown,1.00,6.50,7.50,9,"Windshield Tie Down Kit",0.40
J0907107,Crown,6.00,5.50,4.00,3.33,"Shift Boot",0.20
4621172,Crown,9.50,5.75,5.25,50,"Water Pump",2.70
TB000153,Crown,9.00,9.00,1.25,38.33,"Timing Belt",0.50
G271444,Crown,1.00,0.75,0.75,0.43,Screw,0.10
68050014AA,Crown,3.00,3.00,3.00,20,"Blower Motor Resistor",0.20
SRKAX152,Crown,3.50,3.00,0.50,10.83,"Synchronizer Repair Kit",0.10
J0912625,Crown,30.00,2.00,2.00,80,"Axle Shaft",10.30
RT28061,Crown,9.00,8.00,2.00,216.67,"LED Headlight Bulb Kit",1.19
4766116AB,Crown,8.50,8.00,3.50,45,"Strut Mount",3.40
4340334,Crown,6.75,6.50,4.50,113.33,"Hub Assembly",7.00
52101097AC,Crown,12.00,4.50,3.25,26.67,"Tailpipe Hanger",1.38
WB10015,Crown,21.00,12.00,2.00,63,Windbreaker,3.75
5138838AA,Crown,2.50,2.00,2.00,183.33,"Shift Solenoid",0.20
RT34100,Crown,6.75,6.00,2.75,98.33,"Hood Hinge Set",2.75
30188,Crown,4.50,4.50,2.00,46.67,"Universal Joint",2.60
J5462328,Crown,12.00,5.25,2.75,17.5,"Defroster Hose",0.30
6034988,Crown,0.50,0.50,0.25,0.53,Nut,0.02
FC10109,Crown,16.50,12.00,11.00,79.32,"Full Car Cover",8.50
6501916,Crown,1.25,1.00,1.00,2.17,Retainer,0.10
4874866,Crown,9.25,4.00,3.25,30,"Brake Pad Set",3.80
J0445446,Crown,0.75,0.50,0.12,0.67,"Clip Nut",0.10
JY013461,Crown,21.00,3.00,0.50,7.5,"Accessory Drive Belt",0.20
4446620AD,Crown,1.50,1.25,1.25,9.83,"Accumulator Piston",0.06
RT31026,Crown,12.75,12.50,3.25,233.33,"Brake Rotor Set",16.00
A5295,Crown,3.00,3.00,3.00,12.5,"Distributor Cap",0.30
5142564AB,Crown,9.25,7.25,5.00,120,"Brake Caliper",2.50
J8126751,Crown,2.50,2.25,2.00,4.85,"Wheel Cylinder Rebuild Kit",0.10
974016K,Crown,21.50,19.50,3.50,200,"Window Regulator Kit",9.40
J3192383,Crown,5.75,2.00,0.25,6.58,"Shifter Interlock Lever",0.20
4864505,Crown,7.00,6.75,1.00,10.42,"Transmission Filter",0.60
H0061536,Crown,12.25,6.50,2.00,10.33,"Radiator Hose",0.60
CT20337,Crown,50.00,29.75,6.00,771.53,"Complete Top",49.00
5139095AA,Crown,26.00,2.50,0.75,16.33,"Wiper Blade",0.40
J8127092,Crown,8.00,4.50,4.50,216.67,"Differential Gear Set",4.50
J3238753,Crown,13.00,9.00,3.00,16.5,"Radiator Hose",1.00
J0931356,Crown,2.25,2.25,1.50,5,"Shift Knob",0.10
5011974AA,Crown,8.50,7.75,3.50,93.33,"Brake Caliper",5.50
68295610AA,Crown,13.00,7.00,1.50,17.5,"License Plate Bracket Kit",0.60
BHK6,Crown,20.50,3.75,3.75,82.5,"Brake Hose Kit",1.60
TC272909,Crown,12.00,7.00,5.50,20,"Tire Cover",1.56
J0639441,Crown,1.25,1.25,0.12,1.17,"Snap Ring",0.10
56009339,Crown,2.00,1.25,1.25,53.33,Flasher,0.19
68028824AC,Crown,12.00,4.50,3.25,26.67,"Tie Rod",1.75
55054844,Crown,3.25,1.25,1.25,6,"Headlight Adjusting Screw",0.02
56010126AH,Crown,16.00,7.00,6.00,125,"Multifunction Switch",1.30
4423370,Crown,12.00,11.50,5.00,75,"Brake Drum",15.40
J4487739,Crown,2.25,2.00,0.12,2.17,"Steering Shaft Coupling Spring",0.10
56054001AB,Crown,3.00,2.00,1.50,11.67,"Brake Light Switch",0.10
CC10609,Crown,12.50,9.00,7.50,48.45,"Cab Cover",4.44
J3170699,Crown,2.25,2.25,0.50,2.5,"Wheel Bearing Seal",0.10
5065502AC,Crown,30.00,12.25,10.00,33.33,"Fender Liner",4.70
5047002AA,Crown,3.50,1.25,1.25,8.33,"PCV Valve",0.10
4578063AG,Crown,4.00,4.00,4.00,36.67,"Transmission Mount",1.69
68281937AB,Crown,3.25,3.25,1.50,9.17,Reflector,0.13
J3242138,Crown,13.50,5.25,4.00,106.67,"Oil Pump Kit",5.00
J0948185,Crown,6.00,4.75,3.50,5,"Shift Boot",0.30
5066733K25,Crown,8.00,3.50,1.50,60,"Crankshaft Main Bearing Set",0.90
RT10335,Crown,36.00,9.50,9.25,409,"Replacement Soft Top",21.30
300GK,Crown,11.00,9.50,0.75,8.33,"Transfer Case Gasket & Seal Kit",0.31
55176731AF,Crown,4.00,2.50,2.50,18.33,"Hood Safety Catch",0.30
J8124527,Crown,7.25,1.75,1.75,8.33,"Drum Brake Spring Kit",0.40
52088139,Crown,8.25,7.50,4.75,300,"Power Steering Pump",4.30
RT28008,Crown,60.00,12.50,4.00,101.67,"Light Bar",3.90
5101120AB,Crown,2.50,2.25,2.00,64.17,"Map Sensor",0.06
637053,Crown,5.25,4.00,0.25,2,"Water Pump Gasket",0.10
CT20015,Crown,40.00,29.50,11.50,920.93,"Complete Top",65.00
68293025AA,Crown,1.50,1.00,0.75,5.83,"Windshield Washer Nozzle",0.02
5018207AA,Crown,9.00,7.00,5.50,96.67,"Brake Caliper",4.56
4641981,Crown,29.00,4.50,4.50,283.33,"Axle Shaft Assembly",16.50
RT26022,Crown,5.50,2.00,1.50,14.17,"Windshield Tie Down Kit",0.40
5012436AB,Crown,3.50,3.50,1.25,4.67,"Hub Bolt",0.25
68232448AA,Crown,17.50,3.50,1.50,12.5,"Headlight Mounting Bracket",0.20
J3212192,Crown,15.00,9.00,7.00,583.33,"Differential Case Assembly",19.60
68277341AC,Crown,22.00,5.50,4.25,48.33,"Control Arm",4.80
4721010AA,Crown,8.00,7.50,5.00,316.67,"Hub Assembly",9.70
J3211053,Crown,4.25,3.25,0.12,0.75,"Exhaust Gasket",0.10
52089936AI,Crown,15.00,6.50,5.50,46.67,"Transmission Mount",4.00
55055233AE,Crown,8.00,16.00,62.00,141.67,"Header Panel",13.00
801476060,Crown,4.00,4.00,4.00,75,"Piston & Pin",1.40
5510026AA,Crown,13.25,12.50,1.75,14.83,"Air Filter",1.10
CT20035T,Crown,40.00,30.00,10.50,734.09,"Complete Top",45.00
4088899,Crown,4.00,2.50,2.50,26.67,"Wheel Cylinder",1.10
4411971,Crown,15.25,11.25,5.25,391.67,"Ring & Pinion",10.40
4897692AA,Crown,3.25,3.25,1.25,5,"PCV Valve & Grommet Kit",0.10
55254928,Crown,16.00,12.00,7.00,16.67,"Fender Flare Extension",0.44
J0999893,Crown,37.00,1.00,1.00,20,"Accelerator Cable",0.30
J0943147,Crown,12.50,1.00,0.25,2.5,"Drum Brake Self Adjusting Cable",0.02
J0803640,Crown,4.00,2.50,2.50,38.33,"Wheel Cylinder",0.90
68051639AA,Crown,20.00,2.50,2.00,58.33,"Toe Link",2.25
J8132388,Crown,2.00,2.00,0.25,3.67,"Main Shaft Snap Ring",0.10
4400588,Crown,4.25,2.50,2.50,6.25,"Light Socket",0.10
RT28045,Crown,8.00,6.00,4.50,23.33,"LED Fog Lamp Bulb Kit",0.50
4269671,Crown,5.50,2.50,0.25,4.58,"Transmission Filter Gasket",0.06
55077976AD,Crown,51.00,20.00,9.00,208.33,"Header Panel",16.00
4546696,Crown,10.00,5.00,3.00,10.83,"Radiator Hose",0.40
J3208615,Crown,1.25,3.25,3.25,24.1,"Distributor Gear",0.20
4861273AA,Crown,5.75,4.50,4.25,46.67,"Transmission Mount",1.80
5140861AA,Crown,7.00,5.00,2.50,40,"Brake Hose",0.30
68293133AB,Crown,8.00,2.50,2.50,26.67,"Wheel Speed Sensor",0.20
4762404,Crown,4.00,2.50,2.50,20.83,"Wheel Cylinder",1.00
RT28049,Crown,4.50,4.50,2.38,35,"LED Fog Lamp Bulb Kit",0.31
52008663,Crown,10.00,3.00,1.00,30,"Brake Hose",0.40
J3192372,Crown,1.75,1.00,0.25,0.5,"Lock Plate",0.10
52003774,Crown,3.00,3.00,3.00,10,"Fuel Cap",0.30
68401399AA,Crown,8.25,8.25,5.50,496.67,"Ring & Pinion",16.20
4777042AB,Crown,1.88,1.88,0.25,4.33,"Spark Plug Well Gasket",0.06
55176339AC,Crown,4.00,1.00,0.50,7.5,"Door Stop Strap",0.10
J5352824,Crown,17.50,1.00,1.00,14.83,"Brake Hose",0.10
53002897,Crown,8.00,8.00,7.00,150,Alternator,11.60
J5363421,Crown,12.75,12.25,4.75,126.67,"Hub & Rotor Assembly",22.00
4721820AF,Crown,11.75,11.75,2.00,63.33,"Brake Rotor",11.30
5FB63RXAK,Crown,3.25,3.25,1.25,17.08,"Door Pin Insert Kit",0.13
4060990,Crown,14.50,3.50,1.00,45,"Accessory Drive Belt",0.60
5184498AI,Crown,12.50,12.25,4.75,108.33,"Water Pump",5.38
J0908005,Crown,7.00,6.25,0.25,1.75,"Knuckle Seal",0.10
52089325AD,Crown,38.00,10.50,6.00,58.33,"Power Steering Pressure Hose",2.30
52008674,Crown,20.00,1.50,1.50,20,"Brake Hose",0.40
BELT2B,Crown,13.00,6.00,3.00,58.33,"Seat Belt",2.60
4641516,Crown,8.25,7.75,5.00,108.33,"Hub Assembly",7.60
BKBA10,Crown,6.25,6.00,6.00,400,"Transmission Master Overhaul Kit",4.30
5074168AD,Crown,21.50,0.75,0.75,40,"Liftgate Support",0.60
J0938151,Crown,3.00,3.00,0.25,3.33,"Hub Seal",0.10
4674627,Crown,65.00,39.00,6.00,225,Hood,36.00
5034555AA,Crown,11.00,6.00,6.00,158.33,Starter,6.31
4713350,Crown,11.25,0.75,0.50,3.17,"Drum Brake Self Adjusting Cable",0.10
D44JKMASKIT,Crown,13.50,7.00,3.00,328.33,"Differential Overhaul Kit",8.30
6036749AA,Crown,1.75,1.75,1.00,5.83,"Pinion Nut",0.19
J3172122,Crown,10.50,10.50,0.50,4.67,"Differential Cover Gasket",0.10
52014529AB,Crown,33.00,29.00,10.00,250,Radiator,12.50
SPRE14MCC4,Crown,0.75,1.00,3.25,5,"Spark Plug",0.10
J3225997,Crown,22.00,1.25,1.25,13.33,"Accelerator Cable",0.10
CJGTS3,Crown,25.00,1.50,1.00,38.33,"Fuel Tank Strap Kit",0.80
4663526,Crown,7.50,5.50,4.50,48.33,"Engine Mount",3.30
68029960AA,Crown,4.00,3.00,19.75,80,"Shock Absorber",5.60
83504544,Crown,9.00,3.75,3.00,36.67,"Brake Pad Set",4.30
RT34076,Crown,2.00,10.00,15.00,108.33,"Hood Kit",5.40
TN27015,Crown,59.50,5.00,3.50,80.83,"Tailgate Bar & Tonneau Cover Kit",4.60
J0991021,Crown,3.25,3.25,0.75,9.17,"Synchronizer Blocking Ring",0.20
68137495AA,Crown,0.63,0.50,0.50,3.83,"Shift Cable Bushing",0.01
5030023AA,Crown,11.00,6.00,6.00,200,Starter,7.00
53006564AB,Crown,4.25,4.00,1.75,68.33,"Crankshaft Position Sensor",0.30
J3242520,Crown,3.25,3.25,1.25,6.67,"Horn Relay",0.20
4746109AC,Crown,17.75,15.00,1.00,46.67,"Transmission Overhaul Kit",0.50
J5360112,Crown,2.75,2.50,2.25,11.67,"Clutch Bracket",0.40
4663598,Crown,4.75,4.75,2.00,78,"Timing Belt",0.60
J0632177,Crown,2.50,0.75,0.50,7.8,Yoke,0.10
4792811AB,Crown,7.75,6.25,2.50,75,"Harmonic Balancer",5.25
56041944AA,Crown,3.25,3.25,1.25,108.33,"Oxygen Sensor",0.30
J0917068,Crown,3.25,3.25,1.00,40,"Input Shaft Bearing",0.60
4228785,Crown,1.75,1.50,1.00,6.67,"Sway Bar Bushing",0.10
56002958,Crown,1.50,1.00,1.00,9.83,Relay,0.20
4443426,Crown,2.00,2.00,1.50,6.33,"Sway Bar Bushing",0.20
J3609194,Crown,0.50,0.50,0.50,2.33,"Door Hinge Pin Bushing",0.10
4874430AB,Crown,2.00,1.75,1.00,66.67,"Throttle Position Sensor",0.10
55136025AG,Crown,49.50,6.00,5.00,65.83,"Door Glass Seal",4.00
5174407AA,Crown,15.00,11.00,7.00,115,"Tail Light",3.80
J5352249,Crown,3.00,1.75,1.75,9.17,"Leaf Spring Bushing",0.70
J0910290,Crown,13.00,0.50,0.50,8,"Oil Filter Hose",0.10
52107624,Crown,20.75,14.00,4.25,164.67,"Clutch Hydraulic Assembly",2.80
4667660,Crown,6.25,5.25,4.50,86.67,"Water Pump",2.30
5149199AA,Crown,12.00,4.50,3.25,93.33,"Ignition Coil",1.00
4798912,Crown,1.00,3.00,6.50,158.33,"Differential Gear Kit",5.80
68270817AC,Crown,42.00,16.00,14.00,26.67,"Fender Liner",2.00
4573944,Crown,9.00,9.00,1.00,98.33,"Timing Belt",0.70
55176337K,Crown,21.00,14.00,4.00,160,"Corner Panel Kit",8.00
4682923,Crown,4.00,4.00,4.00,13.7,"Fuel Filter",0.50
55155829AF,Crown,15.25,11.25,7.25,120,"Tail Light",3.10
56028301,Crown,4.00,3.00,3.00,71.67,"Oxygen Sensor",0.30
55366677AB,Crown,4.00,4.00,4.00,21.67,"Body Mount",1.30
4663632,Crown,2.50,2.50,1.25,21.67,"Crankshaft Sprocket",0.40
68266725AB,Crown,10.00,8.25,1.50,36.67,"Transmission Filter",1.00
5AGRRKIT,Crown,2.75,2.00,0.25,10,"Fender Flare Hardware Kit",0.13
J0808591,Crown,1.00,1.00,0.12,1.33,"Worm Shaft Bearing Retainer",0.02
4026487K010,Crown,8.75,4.25,1.25,80,"Crankshaft Main Bearing Set",1.40
RT10435T,Crown,36.00,9.50,9.25,380,"Replacement Soft Top",15.00
RT31031,Crown,13.00,12.50,7.00,216.67,"Brake Rotor Set",27.00
5272506AA,Crown,1.75,1.75,1.00,5.67,"Sway Bar Bushing",0.13
J8136675,Crown,6.50,1.75,1.75,11.67,Countershaft,1.10
4684548,Crown,3.00,3.00,3.00,7,"Control Arm Bushing",0.60
RT28032,Crown,15.25,11.25,7.00,483.33,"LED Block Lamp Kit",8.00
33004359,Crown,14.00,14.00,1.00,91.67,Flexplate,5.30
4792305,Crown,5.00,5.00,1.25,40,"Camshaft Sprocket",1.30
68214646AA,Crown,4.25,3.00,2.50,41.67,"Ball Joint",1.50
4892109AA,Crown,8.00,2.50,2.50,80,"Timing Belt Tensioner",0.60
J8124779,Crown,15.00,9.00,4.00,76.67,"Axle Shaft Bearing Kit",1.70
J1378486,Crown,6.00,4.25,3.75,18.33,"Clutch Fork",2.10
J0994313,Crown,1.25,0.50,0.50,2.25,"Brake Backing Plate Bolt",0.10
L0000158,Crown,1.00,0.75,0.75,1.17,Bulb,0.10
4682041,Crown,30.00,9.00,6.50,33.33,"Radiator Hose",1.90
4885845AA,Crown,3.00,2.50,1.50,18.33,"Blower Motor Resistor",0.10
55037792AG,Crown,13.00,5.00,4.00,18.33,"Radiator Hose",0.80
4728190,Crown,12.00,8.00,2.50,31.67,"Ignition Wire Set",1.40
J5370016,Crown,30.00,3.50,3.50,36.67,"Power Steering Pressure Hose",0.70
55155136K,Crown,13.75,8.00,5.50,133.33,"Fog Light Set",2.60
F40965,Crown,3.75,2.75,2.00,36.67,"Wheel Cylinder",1.10
55037787AF,Crown,13.00,6.00,4.00,19.17,"Radiator Hose",0.80
68019688AA,Crown,10.00,8.00,2.00,41.67,"Transmission Filter",0.80
52003751,Crown,32.00,26.00,7.00,483.33,Radiator,16.00
J5351672,Crown,9.50,8.00,1.00,20,"Parking Brake Cable",0.60
6509590AA,Crown,1.25,0.75,0.75,0.82,Retainer,0.02
4531216AB,Crown,1.50,3.00,3.00,13.33,"Output Seal",0.13
5453950K,Crown,24.00,12.00,2.50,75,"Windshield Frame Weatherstrip Kit",5.20
68285652AA,Crown,12.00,8.25,7.00,196.67,"Grille Insert Set",1.60
68401310AA,Crown,3.63,3.63,0.69,13.33,"Pinion Seal",0.13
J5360955,Crown,3.25,3.25,1.25,8.33,"Axle Shaft Bearing Cup",0.30
J8136613,Crown,9.50,7.50,6.00,63.33,"Water Pump",7.00
6034376,Crown,1.50,1.00,1.00,2.83,"Engine Oil Drain Plug",0.30
53004817R,Crown,5.50,5.50,5.25,200,"Power Steering Pump",4.60
4806165AJ,Crown,18.00,13.50,8.00,216.67,Headlight,5.90
52098163,Crown,41.50,3.50,3.50,260,"Drive Shaft",11.60
56027871,Crown,4.00,4.00,1.50,65,"Crankshaft Position Sensor",0.30
5290538AC,Crown,14.00,13.50,3.00,98.33,"Brake Rotor",23.50
J8125727,Crown,27.50,9.00,0.75,36.67,"Engine Gasket Set",0.60
SCP20230,Crown,14.50,14.50,5.00,59.99,"Seat Cover Set",2.25
52008662,Crown,2.25,1.00,9.75,31.67,"Brake Hose",0.40
68027789AA,Crown,2.50,2.25,2.00,14.17,Thermostat,0.19
RT31005,Crown,12.00,11.50,5.00,183.33,"Brake Rotor Set",24.00
J0052943,Crown,3.25,3.25,1.25,20,"Wheel Bearing Cup",0.30
68235275AA,Crown,5.50,3.00,3.00,26.67,"Fuel Filter",0.31
J8134446,Crown,2.50,2.50,0.75,4.85,"Output Seal",0.10
AP2000,Crown,3.50,1.25,1.25,41.67,"Ignition Switch Actuator",0.06
4895452AA,Crown,5.00,5.00,2.00,12.33,"Coil Spring Isolator",0.70
RT34058,Crown,29.00,7.00,2.00,131.67,"Hood Set",3.30
4743454AA,Crown,14.00,4.50,2.00,20.83,"Sway Bar Link",1.20
4792318AB,Crown,2.00,2.00,0.25,9.17,"Camshaft Seal",0.06
4636367,Crown,8.00,5.00,1.25,108.33,"Input Bearing Retainer",0.80
4648930AA,Crown,19.50,10.75,6.00,91.67,"Engine Oil Pan",6.25
4573002,Crown,6.25,6.25,1.50,27.5,"Water Pump Pulley",1.30
5093376AB,Crown,4.00,4.00,1.75,80,"Universal Joint",1.90
4779218AB,Crown,7.50,7.25,5.50,141.67,"Hub Assembly",9.00
4886187AA,Crown,53.00,3.00,3.00,110,"Leaf Spring Assembly",32.00
CT20037,Crown,40.00,30.00,10.50,920.93,"Complete Top",45.00
