Number,Width,Length,Height,Price,Description,Weight
4668182,8.00,9.00,4.50,40,"Engine Mount",3.40
55295904,1.25,1.50,0.25,5,"Lock Cylinder Retainer",0.02
J4487564,5.50,5.75,5.25,96.67,"Piston & Pin",1.90
J3238998,5.00,5.00,2.00,73.33,"Exhaust Manifold Damper",2.10
J0991089,5.75,8.75,0.12,1.75,"Shift Cover Gasket",0.02
3640792,1.00,1.25,1.00,10,"Differential Cover Plug",0.20
4897424AA,7.00,17.00,7.00,308.33,"Fuel Module",2.60
55369219AB,30.00,51.00,8.00,125,Fender,6.60
52020110,7.00,7.00,33.00,265,"Catalytic Converter",22.00
J0809189,3.75,7.25,1.75,21.67,"Tie Rod End",1.40
52079489AB,8.50,26.00,26.50,43.33,"Fan Shroud",10.00
CA10115,11.50,15.25,7.00,218.33,"Cover All Kit",6.60
J5361674,1.75,2.00,1.75,3,"Sway Bar Bushing",0.10
J0978986,7.00,9.00,2.00,12.5,"Windshield Weatherstrip",0.60
CT20009,29.50,40.00,11.50,920.93,"Complete Top",65.00
68003265AA,3.50,3.50,0.75,14.17,"Pinion Seal",0.20
RT34023,5.00,54.00,3.00,183.33,Bumper,9.50
TK19,10.00,14.00,5.50,63.33,"Tune Up Kit",4.10
J0999979,9.25,15.50,1.00,21.67,"Parking Brake Cable",1.20
68065575AA,10.00,10.25,6.25,280,"Fuel Module",2.81
J3176909,4.25,5.00,2.50,14.17,"Engine Mount",1.90
53030991,1.50,3.00,1.25,4,"PCV Valve Elbow",0.10
4863882,3.25,3.25,1.25,36.67,"Crankshaft Gear",0.40
J8129225,11.50,12.00,11.25,491.67,"Ring & Pinion Kit",15.60
53030615AC,3.00,12.50,1.00,4,"Crankcase Vent Tube",0.20
F88BI,6.00,6.00,2.50,116.67,"Differential Gear Set",4.70
4877016AB,12.00,14.00,1.50,20,"Parking Brake Cable",1.44
RT34095,4.25,7.75,1.75,40,"Hood Hinge Set",1.75
5142939AC,4.50,12.00,3.25,46.67,"Tie Rod End",3.19
J8134070,3.00,3.00,0.12,20,"Cluster Gear Thrust Washer",0.10
5142565AB,7.25,9.25,5.00,120,"Brake Caliper",2.60
52038002,9.25,12.00,6.00,483.33,"Steering Box",26.00
G0004257,1.00,11.00,1.00,33.33,"Hood Support",0.30
83501498,3.00,3.00,2.00,33.33,"Starter Drive",0.60
83500976,4.00,6.00,4.00,12.5,"Cv Joint Boot Kit",0.60
T550,3.50,3.75,1.50,75,"Small Parts Kit",0.60
5012382AA,4.25,12.00,3.25,80,"Multifunction Switch",0.70
68003602MK,3.00,7.00,1.50,36.67,"Parking Brake Hardware Master Kit",1.25
4388238,1.75,3.50,1.75,9.58,Bulb,0.10
J3233831,0.75,1.75,0.75,7.92,"Coolant Temperature Sensor",0.10
5181512AB,14.00,14.00,2.75,111.67,"Brake Rotor",24.00
68144218AE,4.00,11.00,3.00,7.84,"Fascia Bracket",0.40
4609079,1.00,3.50,1.00,3.25,"Spark Plug",0.10
J3208067,4.75,4.75,1.75,83.2,"Piston Ring Set",0.80
J0649240,1.00,1.12,0.50,1.07,"Steering Bellcrank Shaft Nut",0.10
J5357065,5.50,12.00,1.25,35,"Fuel Vent Hose",0.50
53020680,3.25,3.50,1.50,46.67,"Timing Chain",0.70
53021226AA,2.00,3.00,0.25,4.17,"Timing Cover Gasket",0.10
4764073,12.00,12.00,2.50,90,"Brake Rotor",14.70
52101052AE,16.00,52.25,7.75,241.67,"Muffler & Tailpipe",22.50
4300251,3.25,3.25,1.25,25,"Air Temperature Sensor",0.10
CJGTSE1,4.00,23.00,2.50,30,"Fuel Tank Strap Kit",1.70
J0949169,1.00,1.00,0.50,10.83,"Clutch Pedal Bearing",0.10
J0809190,3.25,4.00,1.50,12.5,"Tie Rod End",0.80
4670509AE,4.00,22.00,3.25,53.33,"Tension Strut",5.50
53010158,6.00,8.00,4.25,86.5,"Drive Belt Tensioner",2.80
J4487743,2.25,2.25,0.75,3.67,"Steering Column Bearing Retainer",0.10
5252055,2.00,7.00,2.00,191.67,"Gearshift Lever",1.30
SB10009,11.00,12.50,3.50,44.33,"Soft Top Storage Sleeve",2.10
J8133846,7.50,8.00,4.50,96.67,"Brake Caliper",7.50
5252590,8.25,9.00,8.25,400,"Differential Case Kit",14.10
83506258,1.00,5.25,1.00,31.67,"Reverse Idler Shaft",1.00
5AHK,27.00,47.00,5.00,103.33,"Fender Flare Kit",11.00
J3209543,1.00,2.00,1.00,1.17,Bulb,0.10
RT28025,3.50,8.00,2.75,13.33,"Side Marker Light",0.60
J3219632,1.00,1.00,0.25,1,"Countershaft Bearing Washer",0.10
4449553,3.00,3.00,4.00,36.67,"Ball Joint",0.90
J3231413,1.00,1.00,0.12,5,"Distributor Gear Shim",0.10
33002455,3.25,3.25,1.00,60,"Oxygen Sensor",0.20
56041641AG,6.50,11.00,6.00,131.67,Starter,8.60
J8124287,10.50,10.50,3.00,58.33,"Brake Drum",11.30
J0947399,2.00,4.00,2.00,20,"Ignition Switch",0.40
J3172305,5.00,5.00,2.25,15,"Thermostat Housing",1.40
68205093AC,5.00,39.00,2.00,48.33,"Fascia Bracket",0.80
RT21050,8.25,11.75,8.25,283.33,"Lift Kit",13.00
53013676AB,0.75,0.75,0.50,48.33,"Accessory Drive Belt",0.10
945659,3.50,4.00,3.50,25,"Back Up Light",0.20
J3210891,1.00,1.50,0.12,2,T-Connector,0.10
56027015,3.25,3.25,2.25,63.33,"Vehicle Speed Sensor",0.30
4782952AC,4.50,12.00,3.25,18.33,"Sway Bar Link",1.60
231SK,5.00,5.00,2.00,26.67,"Transfer Case Seal Kit",0.60
68325052AC,13.50,18.25,8.50,65,"Bumper Bracket",6.40
4797131,11.00,18.00,7.00,158.33,"Evaporator Core",5.40
4682237,7.00,15.00,3.50,20,"Radiator Hose",0.60
56028364AA,1.25,2.25,1.25,10,"Air Temperature Sensor",0.10
RT34019,6.50,1.00,7.50,9,"Windshield Tie Down Kit",0.40
J0907107,5.50,6.00,4.00,3.33,"Shift Boot",0.20
4621172,5.75,9.50,5.25,50,"Water Pump",2.70
TB000153,9.00,9.00,1.25,38.33,"Timing Belt",0.50
G271444,0.75,1.00,0.75,0.43,Screw,0.10
68050014AA,3.00,3.00,3.00,20,"Blower Motor Resistor",0.20
SRKAX152,3.00,3.50,0.50,10.83,"Synchronizer Repair Kit",0.10
J0912625,2.00,30.00,2.00,80,"Axle Shaft",10.30
RT28061,8.00,9.00,2.00,216.67,"LED Headlight Bulb Kit",1.19
4766116AB,8.00,8.50,3.50,45,"Strut Mount",3.40
4340334,6.50,6.75,4.50,113.33,"Hub Assembly",7.00
52101097AC,4.50,12.00,3.25,26.67,"Tailpipe Hanger",1.38
WB10015,12.00,21.00,2.00,63,Windbreaker,3.75
5138838AA,2.00,2.50,2.00,183.33,"Shift Solenoid",0.20
RT34100,6.00,6.75,2.75,98.33,"Hood Hinge Set",2.75
30188,4.50,4.50,2.00,46.67,"Universal Joint",2.60
J5462328,5.25,12.00,2.75,17.5,"Defroster Hose",0.30
6034988,0.50,0.50,0.25,0.53,Nut,0.02
FC10109,12.00,16.50,11.00,79.32,"Full Car Cover",8.50
6501916,1.00,1.25,1.00,2.17,Retainer,0.10
4874866,4.00,9.25,3.25,30,"Brake Pad Set",3.80
J0445446,0.50,0.75,0.12,0.67,"Clip Nut",0.10
JY013461,3.00,21.00,0.50,7.5,"Accessory Drive Belt",0.20
4446620AD,1.25,1.50,1.25,9.83,"Accumulator Piston",0.06
RT31026,12.50,12.75,3.25,233.33,"Brake Rotor Set",16.00
A5295,3.00,3.00,3.00,12.5,"Distributor Cap",0.30
5142564AB,7.25,9.25,5.00,120,"Brake Caliper",2.50
J8126751,2.25,2.50,2.00,4.85,"Wheel Cylinder Rebuild Kit",0.10
974016K,19.50,21.50,3.50,200,"Window Regulator Kit",9.40
J3192383,2.00,5.75,0.25,6.58,"Shifter Interlock Lever",0.20
4864505,6.75,7.00,1.00,10.42,"Transmission Filter",0.60
H0061536,6.50,12.25,2.00,10.33,"Radiator Hose",0.60
CT20337,29.75,50.00,6.00,771.53,"Complete Top",49.00
5139095AA,2.50,26.00,0.75,16.33,"Wiper Blade",0.40
J8127092,4.50,8.00,4.50,216.67,"Differential Gear Set",4.50
J3238753,9.00,13.00,3.00,16.5,"Radiator Hose",1.00
J0931356,2.25,2.25,1.50,5,"Shift Knob",0.10
5011974AA,7.75,8.50,3.50,93.33,"Brake Caliper",5.50
68295610AA,7.00,13.00,1.50,17.5,"License Plate Bracket Kit",0.60
BHK6,3.75,20.50,3.75,82.5,"Brake Hose Kit",1.60
TC272909,7.00,12.00,5.50,20,"Tire Cover",1.56
J0639441,1.25,1.25,0.12,1.17,"Snap Ring",0.10
56009339,1.25,2.00,1.25,53.33,Flasher,0.19
68028824AC,4.50,12.00,3.25,26.67,"Tie Rod",1.75
55054844,1.25,3.25,1.25,6,"Headlight Adjusting Screw",0.02
56010126AH,7.00,16.00,6.00,125,"Multifunction Switch",1.30
4423370,11.50,12.00,5.00,75,"Brake Drum",15.40
J4487739,2.00,2.25,0.12,2.17,"Steering Shaft Coupling Spring",0.10
56054001AB,2.00,3.00,1.50,11.67,"Brake Light Switch",0.10
CC10609,9.00,12.50,7.50,48.45,"Cab Cover",4.44
J3170699,2.25,2.25,0.50,2.5,"Wheel Bearing Seal",0.10
5065502AC,12.25,30.00,10.00,33.33,"Fender Liner",4.70
5047002AA,1.25,3.50,1.25,8.33,"PCV Valve",0.10
4578063AG,4.00,4.00,4.00,36.67,"Transmission Mount",1.69
68281937AB,3.25,3.25,1.50,9.17,Reflector,0.13
J3242138,5.25,13.50,4.00,106.67,"Oil Pump Kit",5.00
J0948185,4.75,6.00,3.50,5,"Shift Boot",0.30
5066733K25,3.50,8.00,1.50,60,"Crankshaft Main Bearing Set",0.90
RT10335,9.50,36.00,9.25,409,"Replacement Soft Top",21.30
300GK,9.50,11.00,0.75,8.33,"Transfer Case Gasket & Seal Kit",0.31
55176731AF,2.50,4.00,2.50,18.33,"Hood Safety Catch",0.30
J8124527,1.75,7.25,1.75,8.33,"Drum Brake Spring Kit",0.40
52088139,7.50,8.25,4.75,300,"Power Steering Pump",4.30
RT28008,12.50,60.00,4.00,101.67,"Light Bar",3.90
5101120AB,2.25,2.50,2.00,64.17,"Map Sensor",0.06
637053,4.00,5.25,0.25,2,"Water Pump Gasket",0.10
CT20015,29.50,40.00,11.50,920.93,"Complete Top",65.00
68293025AA,1.00,1.50,0.75,5.83,"Windshield Washer Nozzle",0.02
5018207AA,7.00,9.00,5.50,96.67,"Brake Caliper",4.56
4641981,4.50,29.00,4.50,283.33,"Axle Shaft Assembly",16.50
RT26022,2.00,5.50,1.50,14.17,"Windshield Tie Down Kit",0.40
5012436AB,3.50,3.50,1.25,4.67,"Hub Bolt",0.25
68232448AA,3.50,17.50,1.50,12.5,"Headlight Mounting Bracket",0.20
J3212192,9.00,15.00,7.00,583.33,"Differential Case Assembly",19.60
68277341AC,5.50,22.00,4.25,48.33,"Control Arm",4.80
4721010AA,7.50,8.00,5.00,316.67,"Hub Assembly",9.70
J3211053,3.25,4.25,0.12,0.75,"Exhaust Gasket",0.10
52089936AI,6.50,15.00,5.50,46.67,"Transmission Mount",4.00
55055233AE,16.00,8.00,62.00,141.67,"Header Panel",13.00
801476060,4.00,4.00,4.00,75,"Piston & Pin",1.40
5510026AA,12.50,13.25,1.75,14.83,"Air Filter",1.10
CT20035T,30.00,40.00,10.50,734.09,"Complete Top",45.00
4088899,2.50,4.00,2.50,26.67,"Wheel Cylinder",1.10
4411971,11.25,15.25,5.25,391.67,"Ring & Pinion",10.40
4897692AA,3.25,3.25,1.25,5,"PCV Valve & Grommet Kit",0.10
55254928,12.00,16.00,7.00,16.67,"Fender Flare Extension",0.44
J0999893,1.00,37.00,1.00,20,"Accelerator Cable",0.30
J0943147,1.00,12.50,0.25,2.5,"Drum Brake Self Adjusting Cable",0.02
J0803640,2.50,4.00,2.50,38.33,"Wheel Cylinder",0.90
68051639AA,2.50,20.00,2.00,58.33,"Toe Link",2.25
J8132388,2.00,2.00,0.25,3.67,"Main Shaft Snap Ring",0.10
4400588,2.50,4.25,2.50,6.25,"Light Socket",0.10
RT28045,6.00,8.00,4.50,23.33,"LED Fog Lamp Bulb Kit",0.50
4269671,2.50,5.50,0.25,4.58,"Transmission Filter Gasket",0.06
55077976AD,20.00,51.00,9.00,208.33,"Header Panel",16.00
4546696,5.00,10.00,3.00,10.83,"Radiator Hose",0.40
J3208615,3.25,1.25,3.25,24.1,"Distributor Gear",0.20
4861273AA,4.50,5.75,4.25,46.67,"Transmission Mount",1.80
5140861AA,5.00,7.00,2.50,40,"Brake Hose",0.30
68293133AB,2.50,8.00,2.50,26.67,"Wheel Speed Sensor",0.20
4762404,2.50,4.00,2.50,20.83,"Wheel Cylinder",1.00
RT28049,4.50,4.50,2.38,35,"LED Fog Lamp Bulb Kit",0.31
52008663,3.00,10.00,1.00,30,"Brake Hose",0.40
J3192372,1.00,1.75,0.25,0.5,"Lock Plate",0.10
52003774,3.00,3.00,3.00,10,"Fuel Cap",0.30
68401399AA,8.25,8.25,5.50,496.67,"Ring & Pinion",16.20
4777042AB,1.88,1.88,0.25,4.33,"Spark Plug Well Gasket",0.06
55176339AC,1.00,4.00,0.50,7.5,"Door Stop Strap",0.10
J5352824,1.00,17.50,1.00,14.83,"Brake Hose",0.10
53002897,8.00,8.00,7.00,150,Alternator,11.60
J5363421,12.25,12.75,4.75,126.67,"Hub & Rotor Assembly",22.00
4721820AF,11.75,11.75,2.00,63.33,"Brake Rotor",11.30
5FB63RXAK,3.25,3.25,1.25,17.08,"Door Pin Insert Kit",0.13
4060990,3.50,14.50,1.00,45,"Accessory Drive Belt",0.60
5184498AI,12.25,12.50,4.75,108.33,"Water Pump",5.38
J0908005,6.25,7.00,0.25,1.75,"Knuckle Seal",0.10
52089325AD,10.50,38.00,6.00,58.33,"Power Steering Pressure Hose",2.30
52008674,1.50,20.00,1.50,20,"Brake Hose",0.40
BELT2B,6.00,13.00,3.00,58.33,"Seat Belt",2.60
4641516,7.75,8.25,5.00,108.33,"Hub Assembly",7.60
BKBA10,6.00,6.25,6.00,400,"Transmission Master Overhaul Kit",4.30
5074168AD,0.75,21.50,0.75,40,"Liftgate Support",0.60
J0938151,3.00,3.00,0.25,3.33,"Hub Seal",0.10
4674627,39.00,65.00,6.00,225,Hood,36.00
5034555AA,6.00,11.00,6.00,158.33,Starter,6.31
4713350,0.75,11.25,0.50,3.17,"Drum Brake Self Adjusting Cable",0.10
D44JKMASKIT,7.00,13.50,3.00,328.33,"Differential Overhaul Kit",8.30
6036749AA,1.75,1.75,1.00,5.83,"Pinion Nut",0.19
J3172122,10.50,10.50,0.50,4.67,"Differential Cover Gasket",0.10
52014529AB,29.00,33.00,10.00,250,Radiator,12.50
SPRE14MCC4,1.00,0.75,3.25,5,"Spark Plug",0.10
J3225997,1.25,22.00,1.25,13.33,"Accelerator Cable",0.10
CJGTS3,1.50,25.00,1.00,38.33,"Fuel Tank Strap Kit",0.80
4663526,5.50,7.50,4.50,48.33,"Engine Mount",3.30
68029960AA,3.00,4.00,19.75,80,"Shock Absorber",5.60
83504544,3.75,9.00,3.00,36.67,"Brake Pad Set",4.30
RT34076,10.00,2.00,15.00,108.33,"Hood Kit",5.40
TN27015,5.00,59.50,3.50,80.83,"Tailgate Bar & Tonneau Cover Kit",4.60
J0991021,3.25,3.25,0.75,9.17,"Synchronizer Blocking Ring",0.20
68137495AA,0.50,0.63,0.50,3.83,"Shift Cable Bushing",0.01
5030023AA,6.00,11.00,6.00,200,Starter,7.00
53006564AB,4.00,4.25,1.75,68.33,"Crankshaft Position Sensor",0.30
J3242520,3.25,3.25,1.25,6.67,"Horn Relay",0.20
4746109AC,15.00,17.75,1.00,46.67,"Transmission Overhaul Kit",0.50
J5360112,2.50,2.75,2.25,11.67,"Clutch Bracket",0.40
4663598,4.75,4.75,2.00,78,"Timing Belt",0.60
J0632177,0.75,2.50,0.50,7.8,Yoke,0.10
4792811AB,6.25,7.75,2.50,75,"Harmonic Balancer",5.25
56041944AA,3.25,3.25,1.25,108.33,"Oxygen Sensor",0.30
J0917068,3.25,3.25,1.00,40,"Input Shaft Bearing",0.60
4228785,1.50,1.75,1.00,6.67,"Sway Bar Bushing",0.10
56002958,1.00,1.50,1.00,9.83,Relay,0.20
4443426,2.00,2.00,1.50,6.33,"Sway Bar Bushing",0.20
J3609194,0.50,0.50,0.50,2.33,"Door Hinge Pin Bushing",0.10
4874430AB,1.75,2.00,1.00,66.67,"Throttle Position Sensor",0.10
55136025AG,6.00,49.50,5.00,65.83,"Door Glass Seal",4.00
5174407AA,11.00,15.00,7.00,115,"Tail Light",3.80
J5352249,1.75,3.00,1.75,9.17,"Leaf Spring Bushing",0.70
J0910290,0.50,13.00,0.50,8,"Oil Filter Hose",0.10
52107624,14.00,20.75,4.25,164.67,"Clutch Hydraulic Assembly",2.80
4667660,5.25,6.25,4.50,86.67,"Water Pump",2.30
5149199AA,4.50,12.00,3.25,93.33,"Ignition Coil",1.00
4798912,3.00,1.00,6.50,158.33,"Differential Gear Kit",5.80
68270817AC,16.00,42.00,14.00,26.67,"Fender Liner",2.00
4573944,9.00,9.00,1.00,98.33,"Timing Belt",0.70
55176337K,14.00,21.00,4.00,160,"Corner Panel Kit",8.00
4682923,4.00,4.00,4.00,13.7,"Fuel Filter",0.50
55155829AF,11.25,15.25,7.25,120,"Tail Light",3.10
56028301,3.00,4.00,3.00,71.67,"Oxygen Sensor",0.30
55366677AB,4.00,4.00,4.00,21.67,"Body Mount",1.30
4663632,2.50,2.50,1.25,21.67,"Crankshaft Sprocket",0.40
68266725AB,8.25,10.00,1.50,36.67,"Transmission Filter",1.00
5AGRRKIT,2.00,2.75,0.25,10,"Fender Flare Hardware Kit",0.13
J0808591,1.00,1.00,0.12,1.33,"Worm Shaft Bearing Retainer",0.02
4026487K010,4.25,8.75,1.25,80,"Crankshaft Main Bearing Set",1.40
RT10435T,9.50,36.00,9.25,380,"Replacement Soft Top",15.00
RT31031,12.50,13.00,7.00,216.67,"Brake Rotor Set",27.00
5272506AA,1.75,1.75,1.00,5.67,"Sway Bar Bushing",0.13
J8136675,1.75,6.50,1.75,11.67,Countershaft,1.10
4684548,3.00,3.00,3.00,7,"Control Arm Bushing",0.60
RT28032,11.25,15.25,7.00,483.33,"LED Block Lamp Kit",8.00
33004359,14.00,14.00,1.00,91.67,Flexplate,5.30
4792305,5.00,5.00,1.25,40,"Camshaft Sprocket",1.30
68214646AA,3.00,4.25,2.50,41.67,"Ball Joint",1.50
4892109AA,2.50,8.00,2.50,80,"Timing Belt Tensioner",0.60
J8124779,9.00,15.00,4.00,76.67,"Axle Shaft Bearing Kit",1.70
J1378486,4.25,6.00,3.75,18.33,"Clutch Fork",2.10
J0994313,0.50,1.25,0.50,2.25,"Brake Backing Plate Bolt",0.10
L0000158,0.75,1.00,0.75,1.17,Bulb,0.10
4682041,9.00,30.00,6.50,33.33,"Radiator Hose",1.90
4885845AA,2.50,3.00,1.50,18.33,"Blower Motor Resistor",0.10
55037792AG,5.00,13.00,4.00,18.33,"Radiator Hose",0.80
4728190,8.00,12.00,2.50,31.67,"Ignition Wire Set",1.40
J5370016,3.50,30.00,3.50,36.67,"Power Steering Pressure Hose",0.70
55155136K,8.00,13.75,5.50,133.33,"Fog Light Set",2.60
F40965,2.75,3.75,2.00,36.67,"Wheel Cylinder",1.10
55037787AF,6.00,13.00,4.00,19.17,"Radiator Hose",0.80
68019688AA,8.00,10.00,2.00,41.67,"Transmission Filter",0.80
52003751,26.00,32.00,7.00,483.33,Radiator,16.00
J5351672,8.00,9.50,1.00,20,"Parking Brake Cable",0.60
6509590AA,0.75,1.25,0.75,0.82,Retainer,0.02
4531216AB,3.00,1.50,3.00,13.33,"Output Seal",0.13
5453950K,12.00,24.00,2.50,75,"Windshield Frame Weatherstrip Kit",5.20
68285652AA,8.25,12.00,7.00,196.67,"Grille Insert Set",1.60
68401310AA,3.63,3.63,0.69,13.33,"Pinion Seal",0.13
J5360955,3.25,3.25,1.25,8.33,"Axle Shaft Bearing Cup",0.30
J8136613,7.50,9.50,6.00,63.33,"Water Pump",7.00
6034376,1.00,1.50,1.00,2.83,"Engine Oil Drain Plug",0.30
53004817R,5.50,5.50,5.25,200,"Power Steering Pump",4.60
4806165AJ,13.50,18.00,8.00,216.67,Headlight,5.90
52098163,3.50,41.50,3.50,260,"Drive Shaft",11.60
56027871,4.00,4.00,1.50,65,"Crankshaft Position Sensor",0.30
5290538AC,13.50,14.00,3.00,98.33,"Brake Rotor",23.50
J8125727,9.00,27.50,0.75,36.67,"Engine Gasket Set",0.60
SCP20230,14.50,14.50,5.00,59.99,"Seat Cover Set",2.25
52008662,1.00,2.25,9.75,31.67,"Brake Hose",0.40
68027789AA,2.25,2.50,2.00,14.17,Thermostat,0.19
RT31005,11.50,12.00,5.00,183.33,"Brake Rotor Set",24.00
J0052943,3.25,3.25,1.25,20,"Wheel Bearing Cup",0.30
68235275AA,3.00,5.50,3.00,26.67,"Fuel Filter",0.31
J8134446,2.50,2.50,0.75,4.85,"Output Seal",0.10
AP2000,1.25,3.50,1.25,41.67,"Ignition Switch Actuator",0.06
4895452AA,5.00,5.00,2.00,12.33,"Coil Spring Isolator",0.70
RT34058,7.00,29.00,2.00,131.67,"Hood Set",3.30
4743454AA,4.50,14.00,2.00,20.83,"Sway Bar Link",1.20
4792318AB,2.00,2.00,0.25,9.17,"Camshaft Seal",0.06
4636367,5.00,8.00,1.25,108.33,"Input Bearing Retainer",0.80
4648930AA,10.75,19.50,6.00,91.67,"Engine Oil Pan",6.25
4573002,6.25,6.25,1.50,27.5,"Water Pump Pulley",1.30
5093376AB,4.00,4.00,1.75,80,"Universal Joint",1.90
4779218AB,7.25,7.50,5.50,141.67,"Hub Assembly",9.00
4886187AA,3.00,53.00,3.00,110,"Leaf Spring Assembly",32.00
CT20037,30.00,40.00,10.50,920.93,"Complete Top",45.00
J5359037,2.25,0.75,10.75,15.83,"Brake Hose",0.30
68140324AA,5.25,5.25,5.25,81.67,"Fog Light",1.25
RT34022,3.10,5.50,54.30,183.33,Bumper,8.60
J0051577,2.75,2.75,1.00,13.33,"Output Shaft Bearing Cup",0.40
J8132397,2.75,15.00,2.25,43.33,Countershaft,1.80
RT28014,8.00,58.00,3.00,165,"Light Bar",9.00
53007568,29.00,14.00,0.50,29.47,"Engine Oil Pan Gasket",0.10
RT26077,13.50,29.50,2.00,261,"Grille Inserts",4.31
636553,1.00,5.00,1.00,6.85,"Differential Shaft",0.60
4675687,4.25,7.00,1.75,41.67,"Door Handle",0.40
4814200AF,0.75,12.00,0.75,33.33,"Decklid Support",0.30
4874548TI,3.75,9.25,3.00,36.67,"Brake Pad Set",3.90
68172491AA,3.00,5.50,0.50,0.92,Retainer,0.02
68046196AI,11.25,11.50,4.00,96.67,"Control Arm",5.81
4573347,5.00,5.00,2.00,96.67,"Timing Belt Tensioner",1.10
5080564AA,1.25,3.50,1.25,2,"Anti-Rattle Clip",0.02
RT34066,7.00,8.50,6.75,145,"Windshield Hinge Kit",5.80
4682587,21.00,37.00,7.00,233.33,Radiator,15.00
J3205979,0.75,1.25,0.75,0.33,"Brake Shoe Retainer Spring",0.10
83504096,5.00,5.50,2.00,183.33,"Synchronizer Assembly",3.60
52098672C,13.50,14.00,3.25,70,"Brake Rotor",18.00
RT28011,4.00,4.00,4.00,8,"Parking Light",0.30
53003235,5.50,41.25,5.50,483.33,"Drive Shaft",16.00
J3228426,0.75,1.75,0.75,2,"Check Valve",0.10
G0004857,2.25,20.00,1.25,33.33,"Liftgate Support",1.10
6QZ85RXFAB,5.50,45.25,2.25,61.67,"Frame Cover",1.00
5012451AA,10.00,10.75,4.25,75,"Differential Cover Kit",4.40
RT28065,3.25,3.25,1.50,31.67,"LED Bulb Kit",0.13
SR450,3.25,3.25,1.25,38.33,"Small Parts Kit",0.40
J5353025,2.25,8.00,0.50,1.33,"Wheel Stud",0.30
RT28038,8.75,9.25,2.75,352,"LED Fog Lamp Kit",2.38
J0933119,1.00,25.00,1.00,21.67,"Accelerator Cable",0.30
J5751959,12.00,13.00,1.00,16.67,"Speedometer Cable",0.90
5014126AA,8.00,14.00,5.00,56.67,"Brake Shoe Set",8.40
J8131649,7.00,9.00,5.50,91.67,"Brake Caliper",8.80
4339491,2.75,5.75,1.00,5.5,"Spark Plug",0.10
909680,2.50,19.50,2.50,48.33,"Shock Absorber",4.00
J8130938,3.00,5.25,3.00,26.67,"Starter Solenoid",1.90
4682363,4.00,12.25,2.50,17.5,"Radiator Hose",0.60
5179797AA,14.00,14.50,3.50,108.34,"Harmonic Balancer",10.40
55078131AE,11.50,15.00,7.00,93.33,Mirror,3.88
68247398AA,2.00,12.00,1.25,16.67,"Bumper Bracket",0.13
55156350AF,12.00,20.00,15.00,130,Headlight,7.00
4883087,6.00,6.00,2.50,116.67,"Differential Gear Set",4.60
J8126713,2.50,4.25,2.25,35,"Wheel Cylinder",1.10
J0942622,0.50,14.75,0.50,20,"Clutch Cable",0.10
6502625,1.00,1.50,1.00,1.58,Retainer,0.02
4137726,0.75,0.75,0.76,0.75,O-Ring,0.10
J0991079,1.75,1.75,0.50,5.5,"Main Shaft Bearing Spacer",0.20
RT28058,8.00,9.00,2.00,291.67,"LED Headlight Bulb Kit",1.19
J0999898,11.00,11.00,1.50,18.33,"Parking Brake Cable",1.30
52060044AE,5.50,9.00,2.50,24.17,"Brake Hose",0.60
55154950AC,8.00,13.75,5.25,120,Mirror,2.90
4343490,6.00,20.00,0.50,9.33,"Accessory Drive Belt",0.20
5014581AA,21.50,28.00,7.00,208,Radiator,10.10
SB40001,14.00,43.00,14.00,89.25,"Freedom Top Panel Storage Bag",5.00
53002903,4.00,4.00,1.25,20,"Drive Belt Idler Pulley",1.00
4313348,1.00,16.00,1.00,16.47,"Brake Hose",0.30
5274470,3.50,5.50,2.00,31.67,"Tie Rod End",1.10
68248105AA,4.00,6.00,4.00,63.33,"Clutch Master Cylinder",0.40
RT29001,13.00,20.50,4.50,216.67,"Gauge Panel",2.90
J8123287,0.50,0.50,0.25,0.67,"Valve Spring Lock",0.10
68035581AA,12.00,12.25,7.25,850,"Ring & Pinion Kit",18.30
J8132398,1.00,5.50,1.00,14.73,"Reverse Idler Shaft",0.70
68144225AD,4.50,21.50,2.00,17.5,"Fascia Bracket",0.20
4578061AG,4.00,4.00,4.00,36.67,"Transmission Mount",1.81
RTS20035T,10.00,32.00,10.00,598.5,"Sailcloth Replacement Top",31.50
52060398AC,8.00,8.00,6.00,150,"Hub Assembly",11.80
83506254,2.75,3.75,0.13,2.5,"Synchronizer Spring",0.10
JA000991,1.50,1.50,0.12,1.42,"Output Gear Snap Ring",0.02
RT28072,3.25,3.25,1.50,26.67,"LED Bulb Kit",0.13
TN10137,11.00,12.00,6.00,61.55,"Tonneau Cover",4.70
4687558,1.00,1.00,2.00,6.5,"Door Jamb Switch",0.10
4288298,3.25,3.25,1.50,58.33,"Idle Air Control Valve",0.30
4713582,4.00,4.00,8.00,86.67,"Fog Light",0.80
RT26079,14.00,24.00,4.00,288,"Grille Inserts",5.00
TK7,10.00,14.00,5.50,76.67,"Tune Up Kit",4.40
68273120AA,4.50,4.50,4.00,53.34,"Transmission Range Sensor",0.50
TK2,10.00,14.00,5.50,76.67,"Tune Up Kit",4.30
J5362725,17.00,41.00,50004.50,158.33,"Muffler & Tailpipe",15.30
RT34064,8.50,8.50,3.00,68.33,"Stone Guard Set",1.60
68257030AA,8.25,12.50,2.75,14.17,"Air Filter",1.00
5103255AB,17.00,50.00,10.00,80,"Transmission Cooler Hose",1.00
