Number,Width,Length,Height,Price,Description,Weight
5033310AB,3.25,3.25,1.50,25,"Map Sensor",0.10
52040219,1.75,2.00,1.50,1.67,"Exhaust Insulator",0.20
4897401AC,6.75,15.75,5.75,125,"Tail Light",2.10
52088869AA,12.00,3.25,4.25,25,"Tie Rod End",2.10
4531225,2.75,2.75,0.50,5.83,"Input Seal",0.10
56027870,4.25,5.00,11.25,46.67,"Crankshaft Position Sensor",1.60
RT31028,14.25,14.50,6.50,350,"Performance Brake Kit",37.50
68166067AA,1.25,3.50,1.25,14.17,"Oil Filter Adapter O-Ring Kit",0.02
5072444AA,5.00,8.00,3.00,31.67,"Tie Rod End",2.30
52107640S,4.25,12.00,3.50,73.33,"Clutch Slave Cylinder",0.80
RT34051,5.50,54.50,4.00,158.33,Bumper,15.00
8127070K,10.50,35.00,3.50,158.33,"Axle Shaft Assembly",21.60
RT31035,14.50,15.00,5.00,266.67,"Performance Brake Kit",40.00
984706,21.00,48.00,19.00,225,Fender,8.20
RT34084,4.00,5.25,2.75,106.67,"Hood Catch Kit",2.69
5143356AC,0.75,1.25,0.75,1.4,"Caliper Mounting Bolt",0.06
5160047AB,0.75,0.75,0.75,3.17,"Door Bumper",0.02
68003427AC,8.00,17.00,5.50,83.33,"Engine Gasket Set",2.40
640685,19.00,28.00,9.00,191.67,"Fuel Tank",16.50
4338972,5.00,5.00,2.00,26.67,"Input Bearing Retainer",0.60
56044146AB,3.25,3.25,1.25,23.33,"Wheel Speed Sensor",0.10
55037730AD,9.00,18.50,3.50,91.67,"Air Charge Cooler Outlet Hose",1.70
52060011AB,3.25,10.50,1.75,20.83,"Sway Bar Link",1.10
4636778,3.50,8.00,1.50,18.33,"Drum Brake Hardware Kit",0.80
5252053,2.25,2.25,0.50,5,"Input Seal",0.10
RT34009,10.75,14.25,1.00,70,"Door Hinge Set",3.30
4636371,4.75,14.75,4.50,291.67,"Cluster Gear",11.70
55116842AB,29.50,35.50,8.50,241.67,Radiator,18.00
52107571,12.00,1.50,13.00,70,"Clutch Disc",3.20
52019135,14.00,52.00,8.00,191.67,"Muffler & Tailpipe",19.30
5012450AA,4.25,4.25,4.25,130,"Differential Carrier Shim Set",1.40
83502745,0.75,1.50,0.75,9.17,"Fuel Line Repair Kit",0.10
RT26050,3.00,18.50,2.00,38.33,"Entry Guard Set",1.50
RT27035,3.25,15.50,2.75,34.5,"Interior Door Accent Set",0.50
52060133AD,4.50,10.00,2.50,63.33,"Clutch Slave Cylinder",0.40
6502738,1.25,1.25,1.25,2.33,"Lug Nut",0.10
4741103,5.00,8.00,4.25,25.83,"Bumper Guard",0.40
68223471AA,9.00,32.00,5.75,41.67,"Bumper Energy Absorber",0.40
55002229,10.00,37.50,2.00,53.33,Grille,2.60
RT34068,7.50,7.50,2.00,26.67,"Windshield Tie Down Kit",0.30
4809783AA,5.00,5.00,0.50,20,"Fuel Pressure Regulator Seal",0.06
SET47,3.25,3.25,1.00,28.33,"Wheel Bearing Set",0.70
53000825,3.00,11.50,0.50,5.83,"Accessory Drive Belt",0.20
RT34028,2.75,11.25,2.50,23.33,"Entry Guard Set",0.80
5105489AF,10.50,12.75,7.00,73.33,"Engine Mount",7.80
5105494AC,4.00,4.00,4.00,23.33,"Engine Mount",1.80
E0021337,10.50,24.50,5.00,150,Muffler,9.00
5191930AA,18.00,40.00,9.00,208.33,Radiator,12.20
55078138AA,5.00,5.00,2.00,6.67,"Bumper End Cap",0.20
RT34057,8.30,18.10,9.10,56.67,"Hood Hinge Set",1.90
83502491,1.75,5.25,1.75,22.37,"Exhaust Valve",0.30
RT28027,4.25,12.00,3.25,26.67,"Side Marker Light Kit",0.75
54003086,0.50,1.75,0.50,1.65,Bulb,0.10
5352476HK,3.50,8.00,1.50,38.33,"Drum Brake Hardware Kit",0.80
A7445,3.00,3.00,2.00,6,"Transfer Case Seal Kit",0.30
5015636AA,3.00,3.00,3.00,30,"Fuel Cap",0.30
4741237,6.00,11.00,5.00,68.33,"Mode Shift Fork",2.50
52040081,1.25,1.25,8.00,9.17,"Fuel Vent Hose",0.30
RT34042,6.00,45.50,2.00,93.33,"Dash Overlay",1.90
52040079,2.75,8.25,1.50,10.83,"Fuel Filler Hose",0.40
1795175,1.50,1.50,0.13,1.5,"Pinion Washer",0.10
RT27016,5.50,10.00,2.00,20.25,"Dash Tray",0.40
53020865,6.00,7.00,0.50,5.83,"Water Pump Gasket",0.10
5105041AC,19.50,21.50,3.50,108.33,"Control Arm",8.40
5758255C,6.00,8.00,4.00,56.67,"Tail Light",1.10
55024927,3.00,8.00,1.15,15,"Door Handle",0.30
A519,4.50,12.00,3.50,75,"Main Shaft",2.80
5072759AA,3.50,3.75,1.75,48.33,"Camshaft Position Sensor",0.20
RT34059,6.25,10.25,1.75,100,"Hood Set",2.60
4762899,2.75,2.75,0.50,5.67,"Output Seal",0.10
6504236AB,1.50,1.50,0.25,8,"Cam Bolt Washer",0.10
68031956AA,2.75,5.00,0.75,9.17,"Brake Pedal Pad",0.20
53007232,3.25,3.25,3.25,100,"Fuel Injector",0.30
56031005,3.25,3.25,3.25,23.33,"Oil Pressure Sending Unit",0.10
4666113AA,3.50,3.50,0.25,10,"Throttle Body Gasket",0.10
RT26043,8.00,17.00,5.50,41.67,"Grille Insert Set",2.20
55034131,6.75,11.00,6.00,76.27,Mirror,2.40
55038025AA,4.75,18.00,3.00,20,"Radiator Hose",1.06
528534RRK,6.00,8.00,4.25,131.67,"Cv Joint Repair Kit",4.10
5018777AA,8.50,11.75,2.00,11.67,"Air Filter",0.70
6504118,0.50,1.00,0.25,1,"Clip Nut",0.10
RT28001,6.13,10.75,5.75,29.17,"Windshield Light Mount Bracket Set",3.00
55174607AD,23.00,60.00,4.00,450,"Windshield Frame",19.00
5105495AG,8.50,9.00,4.75,70,"Engine Mount",3.00
4806110AA,1.00,1.75,1.00,2.67,Retainer,0.06
4338973,5.00,5.00,0.75,21.67,"Input Bearing Retainer",0.50
XY8789SP,14.50,15.00,5.00,308.33,"Clutch Kit",21.00
33002986,1.00,1.00,10.00,2.5,"Push Rod",0.20
52128311AA,3.00,24.00,1.50,23.33,"Brake Hose",0.20
52059050,8.00,8.25,8.00,78.33,"Engine Mount",9.60
520994FRK,6.00,8.00,4.50,131.67,"Cv Joint Repair Kit",5.20
4856369,2.25,2.25,0.25,28.33,"Pinion Shim Set",0.10
55397209AA,0.75,1.25,0.25,0.67,"Windshield Spacer",0.02
83506021,4.00,12.75,4.00,329.33,"Input Shaft",3.40
44590,7.00,7.50,7.00,158.33,"Differential Case",10.30
55054833,6.75,12.00,6.75,116.67,Headlight,2.40
453593,0.50,0.50,0.50,0.58,Ball,0.10
33002920,8.00,8.00,3.50,53.33,"Harmonic Balancer",7.50
5352169W,3.00,3.00,1.00,13.33,"Spindle Nut Socket",1.00
68003352AA,4.50,12.25,4.00,230,"Timing Chain Kit",4.00
RT28030,8.75,9.25,2.75,300,"LED Block Lamp",2.38
4798112,2.75,0.50,2.75,9.83,"Output Seal",0.10
4798324,4.25,4.50,2.00,65,"Piston Ring Set",0.40
5016615AA,3.00,3.25,1.00,4.33,"Output Slinger",0.20
5093343AA,0.50,1.25,0.50,1.25,"Bleeder Screw",0.10
83510015,1.00,1.00,1.00,40,"Brake Master Cylinder Repair Kit",0.40
53010554AA,1.63,2.00,0.38,4.58,"Thermostat Housing Gasket",0.02
52126317AC,5.00,18.50,5.00,48.33,"Coil Spring",5.60
68102907AF,9.00,12.50,6.00,400,"Tail Light",2.60
RT34005,8.00,12.00,7.00,285,"Door Handle Kit",8.90
RT34035,5.50,17.30,10.60,53.33,"Tailgate Hinge Set",26.50
52000507,3.50,5.00,2.00,20,Shackle,1.40
56028172,2.50,2.50,4.00,27.5,"Ignition Coil",1.10
68003589HK,3.00,7.00,1.50,36.67,"Parking Brake Hardware Kit",0.90
4567022,3.00,3.00,1.00,15.83,"Differential Carrier Bearing Cup",0.20
5066756AA,5.50,5.50,0.69,53.33,"Crankshaft Seal",0.50
68004075AA,13.00,13.00,3.50,125,"Differential Gear Kit",4.60
5161549AA,9.00,9.25,9.00,650,"Differential Case Assembly",22.40
5105617AB,11.00,12.00,3.00,51.67,"Brake Drum",11.70
55116792AA,5.50,10.50,2.00,13.17,"Radiator Hose",0.60
4796903,7.00,7.00,5.00,166.67,"Planetary Gear",6.60
642624,4.00,8.25,2.50,14.17,"Clutch Bellcrank",0.90
986495,6.00,8.00,2.50,20,"Shift Boot",0.60
52005431,2.75,2.75,0.75,7.08,"Exhaust Manifold Seal",0.10
5047440AC,7.50,9.00,1.50,10.83,"Valve Cover Gasket",0.19
5191890K,5.00,5.00,2.00,26.67,"Transmission Filter Kit",0.40
4060875,3.50,14.00,1.00,54.58,"Accessory Drive Belt",0.50
83504419,1.75,2.25,0.75,6.33,"Output Seal",0.10
SET45,3.50,3.50,1.75,30,"Wheel Bearing Set",0.90
RT30020,8.00,8.00,7.50,43.51,"Quick Release Mirror Set",3.50
4918K,4.00,4.13,1.63,25,"Fender Flare Hardware Kit",0.40
914845,6.25,6.25,4.13,158.33,"Speedometer Assembly",1.60
RT20020,9.00,15.00,4.25,148.33,"Bumperette Kit",9.60
RT26032,8.50,8.50,3.00,51.67,"Stone Guard Set",1.30
4761676,8.00,8.00,5.00,533.33,"Ring & Pinion Kit",16.20
5155460AF,11.50,15.50,7.00,115.83,Mirror,4.10
5072990AB,13.50,14.00,3.00,225,"Clutch Kit",13.60
53004383,13.75,6.75,1.75,8.75,"Air Filter",0.10
941889,4.25,4.50,1.75,46.67,"Piston Ring Set",0.40
2875923,0.75,0.75,0.13,0.38,O-Ring,0.10
RT28039,8.75,9.25,2.75,1033.33,"LED Headlight Kit",5.06
RT26010,14.00,19.00,7.00,56.67,"Jerry Can",9.30
52079788AE,9.00,13.75,8.00,65,"Coolant Bottle",2.94
3681601,1.75,1.75,0.25,3.33,Magnet,0.10
53020831,11.50,20.75,8.50,150,"Engine Oil Pan",6.50
68060366AA,3.25,3.25,1.50,11.67,"Parking Light Socket",0.13
5105566AA,3.25,3.25,1.25,4.33,"Sway Bar Bushing Bracket",0.20
4728247,3.00,3.75,0.05,12.5,"Power Steering Pump Seal Kit",0.06
4762462,4.50,9.50,1.25,60,"Piston Ring Set",0.80
52018177K,19.00,42.00,11.00,483.33,"Exhaust Kit",32.00
68014931AA,5.00,5.00,2.00,23.33,"Axle Shaft Seal",0.40
52058997,5.00,8.25,5.00,58.33,"Transmission Mount",3.90
6504238K,2.00,7.00,2.00,26.67,"Cam Bolt Kit",0.69
68143097AC,11.12,16.50,2.25,36.67,"Fascia Skirt",1.00
52003449,7.50,46.00,3.50,116.67,"Leaf Spring Assembly",34.00
4005694K,4.00,4.00,4.00,70,"Lug Nut Kit",2.90
RT32002,7.50,8.00,4.50,98.33,"Wheel Adapter Set",9.60
4798126,6.00,6.00,6.00,158.33,"Input Gear",3.60
55038026AG,7.25,27.50,2.25,25,"Radiator Hose",1.94
RT28028,4.00,4.00,4.00,28,"Side Marker Light Kit",0.31
5135357AG,11.50,22.00,2.00,208.33,"Engine Gasket Set",4.40
RT34097,4.00,4.00,1.50,26.67,"Windshield Tie Down Kit",0.81
52109938AB,12.00,3.00,12.00,56.67,"Brake Rotor",17.10
52087674,2.00,34.50,2.00,31.55,"Steering Adjuster",2.80
RT34081,6.50,8.50,2.00,58.33,"Tail Light Guard Set",1.00
3236453,4.00,4.25,1.75,5.83,"Clutch Fork Boot",0.30
4338996,2.00,2.00,1.50,7.5,"Speedometer Drive Gear",0.10
5252145,6.00,30.00,6.00,483.33,"Axle Shaft Assembly",13.40
52027501AC,17.25,17.25,3.00,35,"Fan Shroud",0.88
5149097AA,3.25,1.00,3.25,13.33,"Oil Pressure Switch",2.00
52129250AA,13.00,13.00,3.25,65,"Brake Rotor",16.30
5159125AA,5.00,66.25,2.00,40,"Bumper Air Dam",2.40
5184331AC,1.50,2.50,0.25,4.5,"Intake Manifold Seal",0.02
4762490,0.75,0.75,0.75,2.5,"Headlight Adjusting Nut",0.02
52038026,3.00,3.00,3.00,7.92,"Control Arm Bushing",1.00
5086641AA,8.00,32.00,8.00,183.33,"Axle Shaft",18.90
4746155,3.50,3.50,1.50,28.33,"Input Shaft Bearing",0.60
4313056,2.50,4.50,2.50,19.17,"Wheel Cylinder",0.90
52060052AF,4.00,51.50,2.00,93.33,"Tie Rod",15.00
4886349AA,4.00,4.00,1.50,11.67,"Steering Box Seal Kit",0.20
83500555,4.00,4.00,1.00,111.67,"Sliding Gear",0.80
52028133,20.00,42.00,8.00,225,Radiator,3.20
4621844,7.50,7.75,1.50,31.67,"Timing Belt",0.60
4423573,0.63,2.25,0.63,4.33,"Brake Caliper Sleeve",0.10
4636370,3.75,10.75,3.75,148.33,"Input Shaft",3.90
4720278,2.75,3.75,1.50,40,"Blower Motor Resistor",0.30
5143579AJ,8.50,12.00,6.50,280,"Fuel Module",3.40
4713108AB,13.00,17.75,1.00,35,"Transmission Gasket & Seal Kit",0.50
83502332,0.50,0.50,0.12,2.17,"Fuel Shut-Off Solenoid O-Ring",0.10
5142579K,7.00,13.50,3.00,241.67,"Timing Belt Kit",3.10
53013943AA,4.00,18.00,0.25,14.17,"Exhaust Manifold Gasket",0.50
52089275AB,13.00,13.00,3.00,90,"Brake Rotor",17.80
RT34018,5.90,21.30,25.20,63.33,"Windshield Light Mount Bracket Set",2.00
4734103,7.00,35.50,27.00,243.33,Radiator,14.30
52006592,3.00,31.00,3.00,78.33,"Drag Link",6.10
RT34050,17.00,24.00,0.75,70,"Bug Screen",1.30
68079589AA,2.50,2.50,0.25,8.17,"Crankshaft Seal",0.40
56000903,1.50,1.50,2.25,5.2,Flasher,0.10
4446544,1.50,1.50,0.25,2.83,"Accumulator Piston Seal",0.06
5105930AA,13.50,28.50,8.50,175,"Trailing Arm",15.00
RT34061,6.00,9.75,0.75,36.67,"Cowl Vent Cover",0.50
55034122,7.00,11.25,6.25,115,Mirror,2.40
52037996K,3.25,46.50,2.25,96.67,"Tie Rod Assembly",11.00
52079409,2.00,13.00,3.00,14.83,"Radiator Hose",0.60
52079799AA,3.25,3.50,1.50,6.85,"Radiator Cap",0.20
5135746AA,6.00,14.00,1.00,46.67,"Accessory Drive Belt",0.50
68028671AA,4.25,10.00,3.50,43.33,"Brake Pad Set",2.40
68256432AA,9.50,12.00,6.00,158.33,"Parking Light",1.60
5012842AA,11.00,11.25,6.00,86.67,"Differential Cover",4.80
RT27002,5.50,5.50,1.25,27.5,"Dash Control Knob Set",0.30
83500563,4.00,4.00,1.75,76.67,"Synchronizer Sleeve",0.90
68069682AA,3.75,7.00,2.00,36.67,"Sway Bar Link",1.19
RT26073,13.50,14.00,3.25,13.5,"Cowl Scoop",1.00
83500263,3.50,3.75,1.75,96.67,"Differential Clutch Kit",1.60
5359007K,8.00,13.50,5.25,143.33,"Leaf Spring Mounting Kit",20.10
53004051,1.00,1.25,0.50,1,"Clutch Hose Grommet",0.10
4295875AC,12.00,14.00,0.25,11.67,"Transmission Pan Gasket",0.30
55052607,2.00,5.00,1.00,7.5,"Windshield Frame Weatherstrip",0.10
52123873AC,5.50,25.50,4.25,163.33,"Axle Shaft Assembly",13.80
56027723,5.50,5.75,2.50,90,"Wheel Speed Sensor",0.40
55155680AD,5.00,15.00,2.00,18.33,"Fender Flare Retainer",0.30
RT34073,4.00,19.50,2.00,46.67,"Entry Guard Set",1.50
55155136AB,7.75,8.25,5.00,66.67,"Fog Light",1.30
4713943,2.00,23.50,1.75,141.67,"Steering Shaft",4.30
52060054AB,1.75,3.50,1.75,25,"Steering Adjuster",0.40
55054890,16.25,41.00,4.75,85,Grille,4.60
RT34090,8.25,12.00,7.00,58.33,"Tail Light Guard Set",5.50
56026719,1.25,3.50,1.25,9.75,"Oil Pressure Switch",0.10
5103014AA,8.00,31.00,7.50,433.33,"Axle Shaft",18.00
1BD22RXFAD,17.00,83.00,10.00,208.33,Bumper,14.40
53008860K,13.00,20.00,5.00,171.6,"Exhaust Manifold Kit",15.60
52028297,7.50,7.50,4.25,96.67,"Fan Clutch",4.40
68087359AG,3.75,20.50,3.75,116.67,"Shock Absorber",5.60
5189976AA,8.50,17.50,0.12,25,"Cylinder Head Gasket",0.31
A6760,2.25,2.25,0.25,5.83,"Worm Shaft Shim Set",0.10
RT54002,10.00,25.50,2.00,39,"Sun Visor Set",2.30
55035618,5.00,11.00,5.00,7.5,"Interior Floor Duct",0.60
5149174AB,2.00,2.50,2.00,20,"Map Sensor",0.06
83300000,9.00,15.00,3.00,24.17,Bearing,0.70
53020862,13.50,13.50,0.25,40,"Timing Cover Gasket",0.40
8127081K,8.00,36.00,8.00,158.33,"Axle Shaft Assembly",19.10
33003934,2.25,2.50,2.25,21.67,"Starter Relay",0.30
5252065,0.75,4.50,0.75,26.67,"Shift Shaft",0.30
33001016,2.00,2.00,1.00,2.67,"Oil Filler Cap",0.10
52104113,6.50,10.75,6.00,191.67,"Clutch Hydraulic Assembly",1.80
4693321AD,11.25,15.50,7.00,133.33,"Exhaust Manifold",12.50
4883020,8.00,13.50,7.00,100,Mirror,3.10
55078147AC,6.25,11.00,6.00,66.67,"Tail Light",1.80
4799507AA,6.00,6.00,13.00,17.5,"Transmission Filter",0.80
53020887AB,3.00,4.50,3.00,11.33,"Thermostat Housing",0.30
57010716AC,4.00,7.25,2.75,26.67,"Fog Light",0.31
52006582,3.25,1.25,32.00,113.33,"Drag Link",7.00
56003100,1.50,6.75,1.50,14.17,"Side Marker Light",0.10
56016720,6.00,4.25,8.00,46.67,"Tail Light",1.10
4743999AA,12.00,11.75,2.50,51.67,"Brake Rotor",12.20
55002309,4.25,11.00,1.50,20,"Side Marker Molding",0.10
53007978,5.00,5.00,0.75,14.17,"Water Pump Tube",0.30
55024926,8.00,8.00,1.25,15,"Door Handle",0.30
5281239AA,2.00,2.50,2.00,36.67,"Fuel Injector",0.13
68056244AA,6.75,6.75,3.50,141.67,"Harmonic Balancer",6.70
RT34026,4.00,19.50,2.00,33.33,"Dash Grab Bar",1.40
56028815AA,2.00,2.50,2.00,40,"Crankshaft Position Sensor",0.13
52060132AC,3.00,12.00,3.00,70,"Clutch Master Cylinder",0.60
RT28034,17.00,59.00,7.25,1575,"LED Light Bar & Roof Bracket Kit",14.50
J5462446,2.00,2.00,0.75,3.33,"Body Mount Bushing",0.10
52108308AC,13.50,14.00,3.25,325,"Transmission Speed Sensor Module",1.40
83503637,3.00,5.25,0.25,6.25,"Fuel Injector O-Ring Kit",0.10
4740670,6.00,6.00,2.00,123.33,"Differential Gear Set",3.00
RT34013,18.25,21.00,1.00,131.67,"Hood Set",4.60
55155681AD,5.50,15.75,1.25,20,"Fender Flare Retainer",0.25
52881,3.50,3.50,1.00,65,"Differential Carrier Bearing Cup",0.40
52028898AE,3.00,3.00,3.00,20,Thermostat,0.30
53010388,1.00,1.00,1.00,10,"Valve Spring",0.20
83502100,1.25,33.50,1.25,108.33,"Steering Shaft",3.80
3830603K,2.50,5.25,2.50,48.33,"Camshaft Bearing Set",0.50
52027823,7.50,7.50,4.50,101.67,"Fan Clutch",4.00
5066867AA,14.50,24.00,5.00,66.67,"Windshield Washer Reservoir",1.44
55074991K,13.00,20.50,4.50,102.5,"Window Regulator Kit",4.30
4778123,1.25,3.50,1.25,19.17,"Lock Cylinder",0.10
5252081,4.50,12.25,3.50,156.67,"Input Shaft",3.90
5085461AB,6.00,3.00,6.50,23.33,"Strut Mount",1.70
4713582K,4.50,8.00,6.00,165,"Fog Light Set",1.60
52124830AC,3.75,20.50,3.75,38.33,"Tension Link",2.90
53005200,8.50,9.00,1.25,15,"Accelerator Cable",0.30
56055463AB,5.00,5.00,2.00,15.83,"Side Marker Wiring Harness",0.19
4713190,5.00,6.75,4.75,116.67,"Axle Shaft",3.80
56029129AB,4.00,6.00,4.00,36.67,"Ignition Coil",1.10
55155498,16.00,64.00,12.00,141.67,"Header Panel",4.30
52008440K,12.50,13.00,8.00,185,"Disc Brake Service Kit",30.00
52008391,4.50,8.75,1.50,38.33,"Brake Hose",0.80
56009047,3.50,3.75,1.75,46.67,"Clutch Starter Interlock Switch",0.20
52017817,3.25,3.50,0.12,1.67,"Exhaust Gasket",0.10
83502908,1.25,34.00,1.25,113.33,"Steering Shaft",3.80
5105927AB,13.50,28.50,8.50,175,"Trailing Arm",15.00
33001069,0.75,2.75,0.75,2.08,"Throttle Return Spring",0.02
4137732,3.25,4.50,0.50,4.17,"Disconnect Housing Gasket",0.10
83502614,2.50,8.25,2.50,50.27,"Starter Solenoid",1.80
68003564AA,11.00,19.00,2.75,98.33,"Engine Gasket Set",2.00
4778022,6.00,6.50,3.00,260,"Compressor Clutch",5.20
52003960K,25.75,46.00,4.75,341.67,"Transmission Crossmember Kit",34.20
4637532,0.50,1.00,0.50,1.5,"Synchronizer Key",0.10
52128247K,12.00,12.50,5.00,273.33,"Disc Brake Service Kit",40.00
83502645,10.00,50.00,10.00,36.67,Tailpipe,6.30
RT28051,8.00,9.00,8.00,81.67,"LED Headlight Bulb Kit",1.25
53030778,3.25,3.25,1.25,76.27,"Fuel Injector",0.30
RT28037,8.75,9.25,2.75,341.67,"LED Fog Lamp Kit",2.19
52018104,10.25,26.25,5.50,266.67,"Catalytic Converter",6.80
52087542,1.00,1.00,1.00,5.5,"Clutch Fork Pivot",0.10
5105515AA,10.25,10.50,2.75,50,"Brake Rotor",9.30
53021581AC,8.00,8.50,3.50,118.33,"Timing Chain Kit",5.00
4792835AA,3.00,3.00,3.00,22.5,"Drive Belt Idler Pulley",0.40
55176549AB,3.00,6.00,2.00,28.33,"Door Handle",0.80
RT30001,7.50,9.00,5.75,60,"Mirror Kit",3.60
52006707,2.00,2.00,1.00,7.33,"Coolant Bottle Cap",0.10
5358568RK,14.50,14.50,5.00,158.33,"Disc Brake Service Kit",32.00
53009886,2.75,5.00,2.75,2.17,"Valve Seal",0.10
83503077,2.25,2.25,0.50,10.83,"Axle Shaft Retaining Ring",0.30
52087767,4.00,4.00,1.25,8,"Coil Spring Isolator",0.40
55013144,10.00,37.50,2.00,46.67,Grille,2.40
56002947,32.00,13.00,2.00,55.47,"A/C Hose",0.70
52129436AA,1.75,1.75,0.38,3.83,"Vapor Canister Seal",0.02
53009887,3.00,4.75,0.50,2.17,"Valve Seal",0.50
53054339,3.00,14.00,1.00,51.67,"Accessory Drive Belt",2.00
33002429,2.00,1.00,5.00,30,"Exhaust Valve",0.20
52125206AF,2.00,18.00,1.50,17.5,"Parking Brake Cable",1.90
3175779,1.75,3.25,1.75,2.5,"Pinion Crush Sleeve",0.10
4713061,4.25,15.25,4.25,200,"Steering Box Rack Kit",5.70
5252223,6.00,10.50,6.00,95.33,"Wiper Motor",3.40
52067636,3.25,3.25,1.50,40,"Speedometer Gear",0.10
55076221,0.75,3.00,0.12,2.17,"Door Handle Keeper",0.10
53021582AD,8.00,8.50,3.50,30,"Timing Chain Tensioner",1.20
A5554,3.00,10.00,3.00,91.67,"Input Shaft",2.10
52109986AH,18.00,31.25,5.25,216.67,"Control Arm",24.50
RT34049,2.75,11.25,2.25,96.67,"Tailgate Hinge Set",3.60
5105040AC,20.00,21.00,3.50,108.33,"Control Arm",8.20
RT33007,1.75,1.75,0.50,1.58,"D-Ring Spacer",0.06
68051843AA,8.75,28.25,8.25,90,Strut,11.80
4338855,1.00,1.00,1.00,2,"Clutch Fork Spring",0.10
33002696,5.50,4.00,13.50,60,"Oil Pump Screen",1.10
52003232,2.00,2.00,2.00,2.33,"Sway Bar Bushing",0.10
55000153,10.00,38.00,1.00,46.67,Grille,5.40
5066047AA,2.00,2.00,1.50,10,"Pinion Crush Sleeve",0.20
33004195,4.00,4.00,4.00,7.25,"Oil Filter",1.00
4897398AA,6.00,15.00,5.00,66.67,"Tail Light",1.90
4897484AA,2.25,4.00,2.00,106.67,Flange,0.90
4338935,6.00,7.00,2.00,113.33,"Transfer Case Chain",3.90
4864575,2.50,2.50,0.25,1.17,"Water Pump Gasket",0.10
83500564,4.75,7.00,4.75,2.5,"Synchronizer Key",0.10
5017463AF,2.00,12.00,8.00,51.67,"Door Weatherstrip",3.00
52001915,14.25,14.25,5.00,111.67,"Brake Drum",20.20
52125484AA,4.25,6.75,2.25,30,"Tie Rod End",1.90
5093377AB,4.25,8.75,1.25,38.33,"Universal Joint",1.40
636879,3.25,3.25,1.50,59.1,"First & Reverse Gear",1.30
68225204AA,0.38,1.19,0.38,3.17,"Bleeder Screw",0.02
H7170,3.00,7.00,1.50,11.5,"Drum Brake Hardware Kit",0.70
A490K,2.00,2.00,0.50,4,"Drive Shaft U-Bolt Kit",0.30
4504215,2.00,2.00,2.00,9.83,Relay,0.10
5072265AA,3.50,3.50,3.50,10.83,"Pinion Seal",0.30
5066427MK,4.00,10.00,3.25,65,"Brake Pad Service Kit",4.30
4741243,8.00,8.00,4.50,46.67,"Mainshaft Retainer",2.40
RT26011,3.00,3.00,1.25,11.67,"Jerry Can Cap",0.30
52027883AC,7.50,4.50,7.50,76.67,"Fan Clutch",3.00
4685719AG,3.00,3.00,2.00,35.83,"Ignition Switch",0.20
4591851AA,3.25,3.25,1.25,65,"Fuel Injector",0.10
5164915AG,7.50,9.00,1.00,21.67,"Oil Pan Gasket",0.13
4798125,2.75,2.75,0.75,7.5,"Output Seal",0.10
4874306,5.50,37.50,5.50,316.67,"Axle Shaft Assembly",17.50
A1198,0.75,10.25,0.75,7.5,"Oil Filter Hose",0.10
33004281,3.25,1.25,3.25,16.33,"Coolant Temperature Sensor",0.10
RT34014,8.75,17.75,0.25,58.33,"Cowl Vent Cover",1.40
3507575,1.25,1.25,0.50,4,"Pinion Crush Sleeve",0.10
52088649AC,3.00,3.00,3.00,16.67,"Control Arm Bushing",1.30
52002334,4.00,7.50,3.50,23.33,"Transmission Mount",3.10
55034126,6.75,11.25,6.50,151.67,Mirror,2.70
5154400AC,6.50,8.00,6.25,266.67,"Power Steering Pump",4.13
68052376AA,6.00,8.00,4.25,75,"Brake Caliper",5.30
6507901AA,1.50,1.50,1.00,7.5,"Pinion Nut",0.10
5012699AA,3.00,6.00,3.00,91.67,"Blower Motor Module",0.70
4338891,3.50,3.75,1.75,46.67,"Input Shaft Bearing",0.90
4638271,2.00,2.50,1.25,14.17,Relay,0.10
53020222,8.75,12.50,1.50,58.33,"Timing Cover",2.10
68109834AA,2.75,5.25,2.75,23.33,"Oil Filter",0.19
7375336,20.00,21.75,3.50,75,"Steering Wheel",4.60
4854089AB,2.75,2.25,5.75,58.33,"Drive Belt Tensioner",1.20
J5457057,5.00,11.00,1.00,21.67,"Door Glass Seal",0.40
4638904,2.50,2.50,0.75,5.67,"Output Seal",0.10
34201493,0.75,0.75,0.75,3.17,"Radiator Brace Nut",0.10
52087883,3.00,8.00,2.00,25,"Pitman Arm",2.00
4882714,4.00,8.00,2.50,65.83,Yoke,2.40
RT20024,11.75,11.75,4.00,116.67,"Hd Differential Cover",10.50
68138374AC,2.25,7.00,2.00,2.5,"Fascia Bracket",0.13
52000290,5.50,7.00,2.00,20,"Bumper Bracket",2.10
52059899AE,7.00,8.50,6.00,233.33,"Power Steering Pump",5.30
83500192,4.25,5.50,2.75,81.67,"Pinion Shim Kit",0.80
5168088AA,2.25,3.25,0.25,1.17,"Strut Mount Retainer",0.13
5003855AA,8.50,12.00,6.50,277.33,"Fuel Module",0.60
52007048,12.00,15.00,1.00,20,"Parking Brake Cable",1.10
5015847AA,2.75,2.75,0.50,9.83,"Output Seal",0.10
649941,2.50,2.50,4.00,30,"Wheel Cylinder",1.30
4797401,4.25,6.25,4.00,59.17,"Ignition Switch",0.70
52002723,2.50,2.50,1.25,5.67,"Body Mount Bushing",0.20
5012850AA,8.00,8.00,32.00,316.67,"Axle Shaft Assembly",21.40
