Number,Vendor,Length,Width,Height,Price,Description,Weight
MFK5,Crown,14.00,13.50,3.25,43.33,"Master Filter Kit",2.80
52089343AB,Crown,4.00,4.00,4.00,19.17,"Bump Stop",0.40
4778417,Crown,6.25,6.25,6.25,106.67,"Blower Motor",3.20
52058133AC,Crown,46.00,25.75,4.75,433.33,"Transmission Crossmember",38.00
68304271AA,Crown,2.25,2.25,0.75,14.17,"Axle Shaft Seal",0.13
55135958AJ,Crown,13.50,13.00,1.50,40,"Door Weatherstrip",2.20
52125295AC,Crown,9.00,1.75,1.75,19.17,"Sway Bar Link",1.00
923068,Crown,13.00,4.50,4.50,147.33,Distributor,2.50
52005184,Crown,2.00,2.00,0.50,5.83,"Coolant Bottle Cap",0.10
53013209AC,Crown,12.00,4.25,1.00,36.67,"Accessory Drive Belt",0.50
4448896AB,Crown,20.00,11.00,0.25,13.33,"Engine Oil Pan Gasket",0.30
4626054,Crown,11.00,6.25,5.75,58.33,"Water Pump",3.40
RT26029,Crown,20.00,18.50,0.75,43.33,"Bug Screen",2.30
68031383AA,Crown,22.00,11.00,2.00,111.67,"Engine Gasket Set",2.20
56004354,Crown,12.00,8.25,7.00,491.67,Compressor,16.40
4797293,Crown,4.00,2.50,2.50,26.33,"Ignition Coil",1.10
53032701AA,Crown,3.25,3.25,1.25,63.33,"Fuel Injector",0.10
RT32003,Crown,8.25,7.50,4.75,81.67,"Wheel Spacer Set",6.40
68025360AA,Crown,16.25,4.50,3.50,33.33,"Hood Support",3.50
RT31003,Crown,13.00,13.00,4.75,240,"Brake Rotor Set",45.30
RT31022,Crown,15.50,12.00,1.50,23.33,"Parking Brake Cable",0.80
52125113AE,Crown,14.50,14.25,6.50,98.33,"Control Arm",10.00
RT27008,Crown,27.00,13.00,9.00,89.25,"Locking Center Console",13.00
RT34060,Crown,28.25,5.75,0.25,65,"Cowl Vent Cover",1.19
52002660,Crown,2.25,2.25,1.25,4,"Body Mount Bushing",0.20
5115043AG,Crown,13.00,9.00,6.00,93.33,Mirror,3.30
4781024AA,Crown,5.20,0.20,0.13,1.67,"Push Rod",0.06
68001402AA,Crown,6.50,6.00,3.00,56.67,"Timing Chain Kit",3.80
RT26047,Crown,8.50,8.50,3.00,41.67,"Stone Guard Set",1.50
34202014,Crown,1.00,1.00,0.25,1.25,"Push Nut",0.10
52060290AE,Crown,14.00,8.00,5.25,41.67,"Trailer Hitch",11.50
68017937AA,Crown,3.50,1.25,1.25,76.67,"Timing Chain Tensioner",0.40
83501827,Crown,3.00,3.00,0.12,18.33,"Power Steering Pump Vane Kit",0.10
3893982,Crown,4.00,4.00,0.25,3,"Pinion Oil Slinger",0.10
52125207AF,Crown,18.00,2.00,1.50,17.5,"Parking Brake Cable",1.90
4798120,Crown,4.00,4.00,3.50,53.33,Yoke,1.80
RT21046,Crown,10.75,6.50,6.00,133.33,"Lift Kit",10.80
4897400AC,Crown,15.75,6.75,5.75,125,"Tail Light",2.10
RT26014,Crown,1.00,0.75,0.75,5,"Jerry Can Vent Cap",0.10
68272335AB,Crown,60.00,21.00,17.00,98.33,"Fender Liner",3.00
5168166AB,Crown,10.00,6.75,6.75,63.33,Strut,10.00
52100334AG,Crown,25.50,11.50,2.00,30,"Fuel Tank Strap",1.30
5033310AB,Crown,3.25,3.25,1.50,25,"Map Sensor",0.10
52040219,Crown,2.00,1.75,1.50,1.67,"Exhaust Insulator",0.20
4897401AC,Crown,15.75,6.75,5.75,125,"Tail Light",2.10
52088869AA,Crown,3.25,12.00,4.25,25,"Tie Rod End",2.10
4531225,Crown,2.75,2.75,0.50,5.83,"Input Seal",0.10
56027870,Crown,5.00,4.25,11.25,46.67,"Crankshaft Position Sensor",1.60
RT31028,Crown,14.50,14.25,6.50,350,"Performance Brake Kit",37.50
68166067AA,Crown,3.50,1.25,1.25,14.17,"Oil Filter Adapter O-Ring Kit",0.02
5072444AA,Crown,8.00,5.00,3.00,31.67,"Tie Rod End",2.30
52107640S,Crown,12.00,4.25,3.50,73.33,"Clutch Slave Cylinder",0.80
RT34051,Crown,54.50,5.50,4.00,158.33,Bumper,15.00
8127070K,Crown,35.00,10.50,3.50,158.33,"Axle Shaft Assembly",21.60
RT31035,Crown,15.00,14.50,5.00,266.67,"Performance Brake Kit",40.00
984706,Crown,48.00,21.00,19.00,225,Fender,8.20
RT34084,Crown,5.25,4.00,2.75,106.67,"Hood Catch Kit",2.69
5143356AC,Crown,1.25,0.75,0.75,1.4,"Caliper Mounting Bolt",0.06
5160047AB,Crown,0.75,0.75,0.75,3.17,"Door Bumper",0.02
68003427AC,Crown,17.00,8.00,5.50,83.33,"Engine Gasket Set",2.40
640685,Crown,28.00,19.00,9.00,191.67,"Fuel Tank",16.50
4338972,Crown,5.00,5.00,2.00,26.67,"Input Bearing Retainer",0.60
56044146AB,Crown,3.25,3.25,1.25,23.33,"Wheel Speed Sensor",0.10
55037730AD,Crown,18.50,9.00,3.50,91.67,"Air Charge Cooler Outlet Hose",1.70
52060011AB,Crown,10.50,3.25,1.75,20.83,"Sway Bar Link",1.10
4636778,Crown,8.00,3.50,1.50,18.33,"Drum Brake Hardware Kit",0.80
5252053,Crown,2.25,2.25,0.50,5,"Input Seal",0.10
RT34009,Crown,14.25,10.75,1.00,70,"Door Hinge Set",3.30
4636371,Crown,14.75,4.75,4.50,291.67,"Cluster Gear",11.70
55116842AB,Crown,35.50,29.50,8.50,241.67,Radiator,18.00
52107571,Crown,1.50,12.00,13.00,70,"Clutch Disc",3.20
52019135,Crown,52.00,14.00,8.00,191.67,"Muffler & Tailpipe",19.30
5012450AA,Crown,4.25,4.25,4.25,130,"Differential Carrier Shim Set",1.40
83502745,Crown,1.50,0.75,0.75,9.17,"Fuel Line Repair Kit",0.10
RT26050,Crown,18.50,3.00,2.00,38.33,"Entry Guard Set",1.50
RT27035,Crown,15.50,3.25,2.75,34.5,"Interior Door Accent Set",0.50
52060133AD,Crown,10.00,4.50,2.50,63.33,"Clutch Slave Cylinder",0.40
6502738,Crown,1.25,1.25,1.25,2.33,"Lug Nut",0.10
4741103,Crown,8.00,5.00,4.25,25.83,"Bumper Guard",0.40
68223471AA,Crown,32.00,9.00,5.75,41.67,"Bumper Energy Absorber",0.40
55002229,Crown,37.50,10.00,2.00,53.33,Grille,2.60
RT34068,Crown,7.50,7.50,2.00,26.67,"Windshield Tie Down Kit",0.30
4809783AA,Crown,5.00,5.00,0.50,20,"Fuel Pressure Regulator Seal",0.06
SET47,Crown,3.25,3.25,1.00,28.33,"Wheel Bearing Set",0.70
53000825,Crown,11.50,3.00,0.50,5.83,"Accessory Drive Belt",0.20
RT34028,Crown,11.25,2.75,2.50,23.33,"Entry Guard Set",0.80
5105489AF,Crown,12.75,10.50,7.00,73.33,"Engine Mount",7.80
5105494AC,Crown,4.00,4.00,4.00,23.33,"Engine Mount",1.80
E0021337,Crown,24.50,10.50,5.00,150,Muffler,9.00
5191930AA,Crown,40.00,18.00,9.00,208.33,Radiator,12.20
55078138AA,Crown,5.00,5.00,2.00,6.67,"Bumper End Cap",0.20
RT34057,Crown,18.10,8.30,9.10,56.67,"Hood Hinge Set",1.90
83502491,Crown,5.25,1.75,1.75,22.37,"Exhaust Valve",0.30
RT28027,Crown,12.00,4.25,3.25,26.67,"Side Marker Light Kit",0.75
54003086,Crown,1.75,0.50,0.50,1.65,Bulb,0.10
5352476HK,Crown,8.00,3.50,1.50,38.33,"Drum Brake Hardware Kit",0.80
A7445,Crown,3.00,3.00,2.00,6,"Transfer Case Seal Kit",0.30
5015636AA,Crown,3.00,3.00,3.00,30,"Fuel Cap",0.30
4741237,Crown,11.00,6.00,5.00,68.33,"Mode Shift Fork",2.50
52040081,Crown,1.25,1.25,8.00,9.17,"Fuel Vent Hose",0.30
RT34042,Crown,45.50,6.00,2.00,93.33,"Dash Overlay",1.90
52040079,Crown,8.25,2.75,1.50,10.83,"Fuel Filler Hose",0.40
1795175,Crown,1.50,1.50,0.13,1.5,"Pinion Washer",0.10
RT27016,Crown,10.00,5.50,2.00,20.25,"Dash Tray",0.40
53020865,Crown,7.00,6.00,0.50,5.83,"Water Pump Gasket",0.10
5105041AC,Crown,21.50,19.50,3.50,108.33,"Control Arm",8.40
5758255C,Crown,8.00,6.00,4.00,56.67,"Tail Light",1.10
55024927,Crown,8.00,3.00,1.15,15,"Door Handle",0.30
A519,Crown,12.00,4.50,3.50,75,"Main Shaft",2.80
5072759AA,Crown,3.75,3.50,1.75,48.33,"Camshaft Position Sensor",0.20
RT34059,Crown,10.25,6.25,1.75,100,"Hood Set",2.60
4762899,Crown,2.75,2.75,0.50,5.67,"Output Seal",0.10
6504236AB,Crown,1.50,1.50,0.25,8,"Cam Bolt Washer",0.10
68031956AA,Crown,5.00,2.75,0.75,9.17,"Brake Pedal Pad",0.20
53007232,Crown,3.25,3.25,3.25,100,"Fuel Injector",0.30
56031005,Crown,3.25,3.25,3.25,23.33,"Oil Pressure Sending Unit",0.10
4666113AA,Crown,3.50,3.50,0.25,10,"Throttle Body Gasket",0.10
RT26043,Crown,17.00,8.00,5.50,41.67,"Grille Insert Set",2.20
55034131,Crown,11.00,6.75,6.00,76.27,Mirror,2.40
55038025AA,Crown,18.00,4.75,3.00,20,"Radiator Hose",1.06
528534RRK,Crown,8.00,6.00,4.25,131.67,"Cv Joint Repair Kit",4.10
5018777AA,Crown,11.75,8.50,2.00,11.67,"Air Filter",0.70
6504118,Crown,1.00,0.50,0.25,1,"Clip Nut",0.10
RT28001,Crown,10.75,6.13,5.75,29.17,"Windshield Light Mount Bracket Set",3.00
55174607AD,Crown,60.00,23.00,4.00,450,"Windshield Frame",19.00
5105495AG,Crown,9.00,8.50,4.75,70,"Engine Mount",3.00
4806110AA,Crown,1.75,1.00,1.00,2.67,Retainer,0.06
4338973,Crown,5.00,5.00,0.75,21.67,"Input Bearing Retainer",0.50
XY8789SP,Crown,15.00,14.50,5.00,308.33,"Clutch Kit",21.00
33002986,Crown,1.00,1.00,10.00,2.5,"Push Rod",0.20
52128311AA,Crown,24.00,3.00,1.50,23.33,"Brake Hose",0.20
52059050,Crown,8.25,8.00,8.00,78.33,"Engine Mount",9.60
520994FRK,Crown,8.00,6.00,4.50,131.67,"Cv Joint Repair Kit",5.20
4856369,Crown,2.25,2.25,0.25,28.33,"Pinion Shim Set",0.10
55397209AA,Crown,1.25,0.75,0.25,0.67,"Windshield Spacer",0.02
83506021,Crown,12.75,4.00,4.00,329.33,"Input Shaft",3.40
44590,Crown,7.50,7.00,7.00,158.33,"Differential Case",10.30
55054833,Crown,12.00,6.75,6.75,116.67,Headlight,2.40
453593,Crown,0.50,0.50,0.50,0.58,Ball,0.10
33002920,Crown,8.00,8.00,3.50,53.33,"Harmonic Balancer",7.50
5352169W,Crown,3.00,3.00,1.00,13.33,"Spindle Nut Socket",1.00
68003352AA,Crown,12.25,4.50,4.00,230,"Timing Chain Kit",4.00
RT28030,Crown,9.25,8.75,2.75,300,"LED Block Lamp",2.38
4798112,Crown,0.50,2.75,2.75,9.83,"Output Seal",0.10
4798324,Crown,4.50,4.25,2.00,65,"Piston Ring Set",0.40
5016615AA,Crown,3.25,3.00,1.00,4.33,"Output Slinger",0.20
5093343AA,Crown,1.25,0.50,0.50,1.25,"Bleeder Screw",0.10
83510015,Crown,1.00,1.00,1.00,40,"Brake Master Cylinder Repair Kit",0.40
53010554AA,Crown,2.00,1.63,0.38,4.58,"Thermostat Housing Gasket",0.02
52126317AC,Crown,18.50,5.00,5.00,48.33,"Coil Spring",5.60
68102907AF,Crown,12.50,9.00,6.00,400,"Tail Light",2.60
RT34005,Crown,12.00,8.00,7.00,285,"Door Handle Kit",8.90
RT34035,Crown,17.30,5.50,10.60,53.33,"Tailgate Hinge Set",26.50
52000507,Crown,5.00,3.50,2.00,20,Shackle,1.40
56028172,Crown,2.50,2.50,4.00,27.5,"Ignition Coil",1.10
68003589HK,Crown,7.00,3.00,1.50,36.67,"Parking Brake Hardware Kit",0.90
4567022,Crown,3.00,3.00,1.00,15.83,"Differential Carrier Bearing Cup",0.20
5066756AA,Crown,5.50,5.50,0.69,53.33,"Crankshaft Seal",0.50
68004075AA,Crown,13.00,13.00,3.50,125,"Differential Gear Kit",4.60
5161549AA,Crown,9.25,9.00,9.00,650,"Differential Case Assembly",22.40
5105617AB,Crown,12.00,11.00,3.00,51.67,"Brake Drum",11.70
55116792AA,Crown,10.50,5.50,2.00,13.17,"Radiator Hose",0.60
4796903,Crown,7.00,7.00,5.00,166.67,"Planetary Gear",6.60
642624,Crown,8.25,4.00,2.50,14.17,"Clutch Bellcrank",0.90
986495,Crown,8.00,6.00,2.50,20,"Shift Boot",0.60
52005431,Crown,2.75,2.75,0.75,7.08,"Exhaust Manifold Seal",0.10
5047440AC,Crown,9.00,7.50,1.50,10.83,"Valve Cover Gasket",0.19
5191890K,Crown,5.00,5.00,2.00,26.67,"Transmission Filter Kit",0.40
4060875,Crown,14.00,3.50,1.00,54.58,"Accessory Drive Belt",0.50
83504419,Crown,2.25,1.75,0.75,6.33,"Output Seal",0.10
SET45,Crown,3.50,3.50,1.75,30,"Wheel Bearing Set",0.90
RT30020,Crown,8.00,8.00,7.50,43.51,"Quick Release Mirror Set",3.50
4918K,Crown,4.13,4.00,1.63,25,"Fender Flare Hardware Kit",0.40
914845,Crown,6.25,6.25,4.13,158.33,"Speedometer Assembly",1.60
RT20020,Crown,15.00,9.00,4.25,148.33,"Bumperette Kit",9.60
RT26032,Crown,8.50,8.50,3.00,51.67,"Stone Guard Set",1.30
4761676,Crown,8.00,8.00,5.00,533.33,"Ring & Pinion Kit",16.20
5155460AF,Crown,15.50,11.50,7.00,115.83,Mirror,4.10
5072990AB,Crown,14.00,13.50,3.00,225,"Clutch Kit",13.60
53004383,Crown,6.75,13.75,1.75,8.75,"Air Filter",0.10
941889,Crown,4.50,4.25,1.75,46.67,"Piston Ring Set",0.40
2875923,Crown,0.75,0.75,0.13,0.38,O-Ring,0.10
RT28039,Crown,9.25,8.75,2.75,1033.33,"LED Headlight Kit",5.06
RT26010,Crown,19.00,14.00,7.00,56.67,"Jerry Can",9.30
52079788AE,Crown,13.75,9.00,8.00,65,"Coolant Bottle",2.94
3681601,Crown,1.75,1.75,0.25,3.33,Magnet,0.10
53020831,Crown,20.75,11.50,8.50,150,"Engine Oil Pan",6.50
68060366AA,Crown,3.25,3.25,1.50,11.67,"Parking Light Socket",0.13
5105566AA,Crown,3.25,3.25,1.25,4.33,"Sway Bar Bushing Bracket",0.20
4728247,Crown,3.75,3.00,0.05,12.5,"Power Steering Pump Seal Kit",0.06
4762462,Crown,9.50,4.50,1.25,60,"Piston Ring Set",0.80
52018177K,Crown,42.00,19.00,11.00,483.33,"Exhaust Kit",32.00
68014931AA,Crown,5.00,5.00,2.00,23.33,"Axle Shaft Seal",0.40
52058997,Crown,8.25,5.00,5.00,58.33,"Transmission Mount",3.90
6504238K,Crown,7.00,2.00,2.00,26.67,"Cam Bolt Kit",0.69
68143097AC,Crown,16.50,11.12,2.25,36.67,"Fascia Skirt",1.00
52003449,Crown,46.00,7.50,3.50,116.67,"Leaf Spring Assembly",34.00
4005694K,Crown,4.00,4.00,4.00,70,"Lug Nut Kit",2.90
RT32002,Crown,8.00,7.50,4.50,98.33,"Wheel Adapter Set",9.60
4798126,Crown,6.00,6.00,6.00,158.33,"Input Gear",3.60
55038026AG,Crown,27.50,7.25,2.25,25,"Radiator Hose",1.94
RT28028,Crown,4.00,4.00,4.00,28,"Side Marker Light Kit",0.31
5135357AG,Crown,22.00,11.50,2.00,208.33,"Engine Gasket Set",4.40
RT34097,Crown,4.00,4.00,1.50,26.67,"Windshield Tie Down Kit",0.81
52109938AB,Crown,3.00,12.00,12.00,56.67,"Brake Rotor",17.10
52087674,Crown,34.50,2.00,2.00,31.55,"Steering Adjuster",2.80
RT34081,Crown,8.50,6.50,2.00,58.33,"Tail Light Guard Set",1.00
3236453,Crown,4.25,4.00,1.75,5.83,"Clutch Fork Boot",0.30
4338996,Crown,2.00,2.00,1.50,7.5,"Speedometer Drive Gear",0.10
5252145,Crown,30.00,6.00,6.00,483.33,"Axle Shaft Assembly",13.40
52027501AC,Crown,17.25,17.25,3.00,35,"Fan Shroud",0.88
5149097AA,Crown,1.00,3.25,3.25,13.33,"Oil Pressure Switch",2.00
52129250AA,Crown,13.00,13.00,3.25,65,"Brake Rotor",16.30
5159125AA,Crown,66.25,5.00,2.00,40,"Bumper Air Dam",2.40
5184331AC,Crown,2.50,1.50,0.25,4.5,"Intake Manifold Seal",0.02
4762490,Crown,0.75,0.75,0.75,2.5,"Headlight Adjusting Nut",0.02
52038026,Crown,3.00,3.00,3.00,7.92,"Control Arm Bushing",1.00
5086641AA,Crown,32.00,8.00,8.00,183.33,"Axle Shaft",18.90
4746155,Crown,3.50,3.50,1.50,28.33,"Input Shaft Bearing",0.60
4313056,Crown,4.50,2.50,2.50,19.17,"Wheel Cylinder",0.90
52060052AF,Crown,51.50,4.00,2.00,93.33,"Tie Rod",15.00
4886349AA,Crown,4.00,4.00,1.50,11.67,"Steering Box Seal Kit",0.20
83500555,Crown,4.00,4.00,1.00,111.67,"Sliding Gear",0.80
52028133,Crown,42.00,20.00,8.00,225,Radiator,3.20
4621844,Crown,7.75,7.50,1.50,31.67,"Timing Belt",0.60
4423573,Crown,2.25,0.63,0.63,4.33,"Brake Caliper Sleeve",0.10
4636370,Crown,10.75,3.75,3.75,148.33,"Input Shaft",3.90
4720278,Crown,3.75,2.75,1.50,40,"Blower Motor Resistor",0.30
5143579AJ,Crown,12.00,8.50,6.50,280,"Fuel Module",3.40
4713108AB,Crown,17.75,13.00,1.00,35,"Transmission Gasket & Seal Kit",0.50
83502332,Crown,0.50,0.50,0.12,2.17,"Fuel Shut-Off Solenoid O-Ring",0.10
5142579K,Crown,13.50,7.00,3.00,241.67,"Timing Belt Kit",3.10
53013943AA,Crown,18.00,4.00,0.25,14.17,"Exhaust Manifold Gasket",0.50
52089275AB,Crown,13.00,13.00,3.00,90,"Brake Rotor",17.80
RT34018,Crown,21.30,5.90,25.20,63.33,"Windshield Light Mount Bracket Set",2.00
4734103,Crown,35.50,7.00,27.00,243.33,Radiator,14.30
52006592,Crown,31.00,3.00,3.00,78.33,"Drag Link",6.10
RT34050,Crown,24.00,17.00,0.75,70,"Bug Screen",1.30
68079589AA,Crown,2.50,2.50,0.25,8.17,"Crankshaft Seal",0.40
56000903,Crown,1.50,1.50,2.25,5.2,Flasher,0.10
4446544,Crown,1.50,1.50,0.25,2.83,"Accumulator Piston Seal",0.06
5105930AA,Crown,28.50,13.50,8.50,175,"Trailing Arm",15.00
RT34061,Crown,9.75,6.00,0.75,36.67,"Cowl Vent Cover",0.50
55034122,Crown,11.25,7.00,6.25,115,Mirror,2.40
52037996K,Crown,46.50,3.25,2.25,96.67,"Tie Rod Assembly",11.00
52079409,Crown,13.00,2.00,3.00,14.83,"Radiator Hose",0.60
52079799AA,Crown,3.50,3.25,1.50,6.85,"Radiator Cap",0.20
5135746AA,Crown,14.00,6.00,1.00,46.67,"Accessory Drive Belt",0.50
68028671AA,Crown,10.00,4.25,3.50,43.33,"Brake Pad Set",2.40
68256432AA,Crown,12.00,9.50,6.00,158.33,"Parking Light",1.60
5012842AA,Crown,11.25,11.00,6.00,86.67,"Differential Cover",4.80
RT27002,Crown,5.50,5.50,1.25,27.5,"Dash Control Knob Set",0.30
83500563,Crown,4.00,4.00,1.75,76.67,"Synchronizer Sleeve",0.90
68069682AA,Crown,7.00,3.75,2.00,36.67,"Sway Bar Link",1.19
RT26073,Crown,14.00,13.50,3.25,13.5,"Cowl Scoop",1.00
83500263,Crown,3.75,3.50,1.75,96.67,"Differential Clutch Kit",1.60
5359007K,Crown,13.50,8.00,5.25,143.33,"Leaf Spring Mounting Kit",20.10
53004051,Crown,1.25,1.00,0.50,1,"Clutch Hose Grommet",0.10
4295875AC,Crown,14.00,12.00,0.25,11.67,"Transmission Pan Gasket",0.30
55052607,Crown,5.00,2.00,1.00,7.5,"Windshield Frame Weatherstrip",0.10
52123873AC,Crown,25.50,5.50,4.25,163.33,"Axle Shaft Assembly",13.80
56027723,Crown,5.75,5.50,2.50,90,"Wheel Speed Sensor",0.40
55155680AD,Crown,15.00,5.00,2.00,18.33,"Fender Flare Retainer",0.30
RT34073,Crown,19.50,4.00,2.00,46.67,"Entry Guard Set",1.50
55155136AB,Crown,8.25,7.75,5.00,66.67,"Fog Light",1.30
4713943,Crown,23.50,2.00,1.75,141.67,"Steering Shaft",4.30
52060054AB,Crown,3.50,1.75,1.75,25,"Steering Adjuster",0.40
55054890,Crown,41.00,16.25,4.75,85,Grille,4.60
RT34090,Crown,12.00,8.25,7.00,58.33,"Tail Light Guard Set",5.50
56026719,Crown,3.50,1.25,1.25,9.75,"Oil Pressure Switch",0.10
5103014AA,Crown,31.00,8.00,7.50,433.33,"Axle Shaft",18.00
1BD22RXFAD,Crown,83.00,17.00,10.00,208.33,Bumper,14.40
53008860K,Crown,20.00,13.00,5.00,171.6,"Exhaust Manifold Kit",15.60
52028297,Crown,7.50,7.50,4.25,96.67,"Fan Clutch",4.40
68087359AG,Crown,20.50,3.75,3.75,116.67,"Shock Absorber",5.60
5189976AA,Crown,17.50,8.50,0.12,25,"Cylinder Head Gasket",0.31
A6760,Crown,2.25,2.25,0.25,5.83,"Worm Shaft Shim Set",0.10
RT54002,Crown,25.50,10.00,2.00,39,"Sun Visor Set",2.30
55035618,Crown,11.00,5.00,5.00,7.5,"Interior Floor Duct",0.60
5149174AB,Crown,2.50,2.00,2.00,20,"Map Sensor",0.06
83300000,Crown,15.00,9.00,3.00,24.17,Bearing,0.70
53020862,Crown,13.50,13.50,0.25,40,"Timing Cover Gasket",0.40
8127081K,Crown,36.00,8.00,8.00,158.33,"Axle Shaft Assembly",19.10
33003934,Crown,2.50,2.25,2.25,21.67,"Starter Relay",0.30
5252065,Crown,4.50,0.75,0.75,26.67,"Shift Shaft",0.30
33001016,Crown,2.00,2.00,1.00,2.67,"Oil Filler Cap",0.10
52104113,Crown,10.75,6.50,6.00,191.67,"Clutch Hydraulic Assembly",1.80
4693321AD,Crown,15.50,11.25,7.00,133.33,"Exhaust Manifold",12.50
4883020,Crown,13.50,8.00,7.00,100,Mirror,3.10
55078147AC,Crown,11.00,6.25,6.00,66.67,"Tail Light",1.80
4799507AA,Crown,6.00,6.00,13.00,17.5,"Transmission Filter",0.80
53020887AB,Crown,4.50,3.00,3.00,11.33,"Thermostat Housing",0.30
57010716AC,Crown,7.25,4.00,2.75,26.67,"Fog Light",0.31
52006582,Crown,1.25,3.25,32.00,113.33,"Drag Link",7.00
56003100,Crown,6.75,1.50,1.50,14.17,"Side Marker Light",0.10
56016720,Crown,4.25,6.00,8.00,46.67,"Tail Light",1.10
4743999AA,Crown,11.75,12.00,2.50,51.67,"Brake Rotor",12.20
55002309,Crown,11.00,4.25,1.50,20,"Side Marker Molding",0.10
53007978,Crown,5.00,5.00,0.75,14.17,"Water Pump Tube",0.30
55024926,Crown,8.00,8.00,1.25,15,"Door Handle",0.30
5281239AA,Crown,2.50,2.00,2.00,36.67,"Fuel Injector",0.13
68056244AA,Crown,6.75,6.75,3.50,141.67,"Harmonic Balancer",6.70
RT34026,Crown,19.50,4.00,2.00,33.33,"Dash Grab Bar",1.40
56028815AA,Crown,2.50,2.00,2.00,40,"Crankshaft Position Sensor",0.13
52060132AC,Crown,12.00,3.00,3.00,70,"Clutch Master Cylinder",0.60
RT28034,Crown,59.00,17.00,7.25,1575,"LED Light Bar & Roof Bracket Kit",14.50
J5462446,Crown,2.00,2.00,0.75,3.33,"Body Mount Bushing",0.10
52108308AC,Crown,14.00,13.50,3.25,325,"Transmission Speed Sensor Module",1.40
83503637,Crown,5.25,3.00,0.25,6.25,"Fuel Injector O-Ring Kit",0.10
4740670,Crown,6.00,6.00,2.00,123.33,"Differential Gear Set",3.00
RT34013,Crown,21.00,18.25,1.00,131.67,"Hood Set",4.60
55155681AD,Crown,15.75,5.50,1.25,20,"Fender Flare Retainer",0.25
52881,Crown,3.50,3.50,1.00,65,"Differential Carrier Bearing Cup",0.40
52028898AE,Crown,3.00,3.00,3.00,20,Thermostat,0.30
53010388,Crown,1.00,1.00,1.00,10,"Valve Spring",0.20
83502100,Crown,33.50,1.25,1.25,108.33,"Steering Shaft",3.80
3830603K,Crown,5.25,2.50,2.50,48.33,"Camshaft Bearing Set",0.50
52027823,Crown,7.50,7.50,4.50,101.67,"Fan Clutch",4.00
5066867AA,Crown,24.00,14.50,5.00,66.67,"Windshield Washer Reservoir",1.44
55074991K,Crown,20.50,13.00,4.50,102.5,"Window Regulator Kit",4.30
4778123,Crown,3.50,1.25,1.25,19.17,"Lock Cylinder",0.10
5252081,Crown,12.25,4.50,3.50,156.67,"Input Shaft",3.90
5085461AB,Crown,3.00,6.00,6.50,23.33,"Strut Mount",1.70
4713582K,Crown,8.00,4.50,6.00,165,"Fog Light Set",1.60
52124830AC,Crown,20.50,3.75,3.75,38.33,"Tension Link",2.90
53005200,Crown,9.00,8.50,1.25,15,"Accelerator Cable",0.30
56055463AB,Crown,5.00,5.00,2.00,15.83,"Side Marker Wiring Harness",0.19
4713190,Crown,6.75,5.00,4.75,116.67,"Axle Shaft",3.80
56029129AB,Crown,6.00,4.00,4.00,36.67,"Ignition Coil",1.10
55155498,Crown,64.00,16.00,12.00,141.67,"Header Panel",4.30
52008440K,Crown,13.00,12.50,8.00,185,"Disc Brake Service Kit",30.00
52008391,Crown,8.75,4.50,1.50,38.33,"Brake Hose",0.80
56009047,Crown,3.75,3.50,1.75,46.67,"Clutch Starter Interlock Switch",0.20
52017817,Crown,3.50,3.25,0.12,1.67,"Exhaust Gasket",0.10
83502908,Crown,34.00,1.25,1.25,113.33,"Steering Shaft",3.80
5105927AB,Crown,28.50,13.50,8.50,175,"Trailing Arm",15.00
33001069,Crown,2.75,0.75,0.75,2.08,"Throttle Return Spring",0.02
4137732,Crown,4.50,3.25,0.50,4.17,"Disconnect Housing Gasket",0.10
83502614,Crown,8.25,2.50,2.50,50.27,"Starter Solenoid",1.80
68003564AA,Crown,19.00,11.00,2.75,98.33,"Engine Gasket Set",2.00
4778022,Crown,6.50,6.00,3.00,260,"Compressor Clutch",5.20
52003960K,Crown,46.00,25.75,4.75,341.67,"Transmission Crossmember Kit",34.20
4637532,Crown,1.00,0.50,0.50,1.5,"Synchronizer Key",0.10
52128247K,Crown,12.50,12.00,5.00,273.33,"Disc Brake Service Kit",40.00
83502645,Crown,50.00,10.00,10.00,36.67,Tailpipe,6.30
RT28051,Crown,9.00,8.00,8.00,81.67,"LED Headlight Bulb Kit",1.25
53030778,Crown,3.25,3.25,1.25,76.27,"Fuel Injector",0.30
RT28037,Crown,9.25,8.75,2.75,341.67,"LED Fog Lamp Kit",2.19
52018104,Crown,26.25,10.25,5.50,266.67,"Catalytic Converter",6.80
52087542,Crown,1.00,1.00,1.00,5.5,"Clutch Fork Pivot",0.10
5105515AA,Crown,10.50,10.25,2.75,50,"Brake Rotor",9.30
53021581AC,Crown,8.50,8.00,3.50,118.33,"Timing Chain Kit",5.00
4792835AA,Crown,3.00,3.00,3.00,22.5,"Drive Belt Idler Pulley",0.40
55176549AB,Crown,6.00,3.00,2.00,28.33,"Door Handle",0.80
RT30001,Crown,9.00,7.50,5.75,60,"Mirror Kit",3.60
52006707,Crown,2.00,2.00,1.00,7.33,"Coolant Bottle Cap",0.10
5358568RK,Crown,14.50,14.50,5.00,158.33,"Disc Brake Service Kit",32.00
53009886,Crown,5.00,2.75,2.75,2.17,"Valve Seal",0.10
83503077,Crown,2.25,2.25,0.50,10.83,"Axle Shaft Retaining Ring",0.30
